'Material Deprivation',Affordability,'Income Inequality','Community Environment Profile','Consumer Opportunity Profile','Economic Opportunity Profile','Population Churning',Education,'Job Participation','Employment Accessibility','Access to Care','Health Opportunity Index'
0.565343,0.558559,0.281107,0.336359,0.690287,0.223426,0.846056,0.745294,0.643,0.101201,0.265627,Medium
0.356359,0.472472,0.441565,0.308804,0.577526,0.238765,0.823155,0.669524,0.598,0.050782,0.317846,Medium
0.516062,0.526527,0.391093,0.271668,0.658822,0.200148,0.949109,0.684452,0.581,0.008525,0.273908,Medium
0.382296,0.674675,0.471255,0.487742,0.704121,0.319703,0.731552,0.796746,0.781,0.123254,0.442811,Medium
0.292771,0.505506,0.398111,0.302841,0.556501,0.222238,0.895674,0.616631,0.58,0.021915,0.555905,Medium
0.375934,0.479479,0.466667,0.28651,0.590551,0.247531,0.947837,0.669999,0.637,0.025871,0.295733,Medium
0.345042,0.503504,0.368286,0.439602,0.54336,0.318824,0.70229,0.810411,0.782,0.126118,0.501674,Medium
0.349264,0.485485,0.484076,0.427789,0.570477,0.317395,0.779898,0.682808,0.684,0.114258,0.466355,Medium
0.622515,0.705706,0.419838,0.538422,0.911625,0.265612,0.863868,0.923803,0.716,0.096984,0.401876,Medium
0.213427,0.267267,0.432659,0.36558,0.26472,0.346567,0.801527,0.651341,0.6,0.168644,0.458986,Medium
0.235556,0.278278,0.453576,0.405191,0.420939,0.334651,0.87659,0.663561,0.761,0.12538,0.472124,Medium
0.438444,0.595596,0.452092,0.305293,0.619272,0.240725,0.889313,0.689867,0.594,0.017607,0.392956,Medium
0.480989,0.563564,0.308637,0.359515,0.733858,0.200577,0.764631,0.83337,0.569,0.076147,0.439093,Medium
0.513523,0.265265,0.433738,0.249655,0.520315,0.22329,0.97201,0.670194,0.47,0.040635,0.347532,Medium
0.281289,0.605606,0.575439,0.4757,0.579315,0.369927,0.835878,0.67926,0.798,0.117293,0.445472,Medium
0.317056,0.535536,0.498381,0.431138,0.58736,0.334636,0.717557,0.723768,0.711,0.135438,0.387,Medium
0.502502,0.513514,0.306343,0.313837,0.623452,0.21873,0.820611,0.697192,0.629,0.074862,0.269055,Medium
0.257837,0.347347,0.47166,0.40293,0.445683,0.311071,0.772265,0.658747,0.766,0.097566,0.444043,Medium
0.381059,0.472472,0.454521,0.284063,0.552639,0.259192,0.926209,0.663074,0.565,0.075333,0.237205,Medium
0.416242,0.54955,0.334548,0.360872,0.678486,0.232794,0.862595,0.727451,0.594,0.096782,0.446692,Medium
0.418953,0.451451,0.315115,0.295214,0.635564,0.173884,0.917303,0.712963,0.538,0.014722,0.46957,Medium
0.41479,0.523524,0.355601,0.31141,0.585244,0.213794,0.848601,0.688334,0.56,0.023187,0.535799,Medium
0.483103,0.557558,0.329285,0.484265,0.744937,0.235666,0.722646,0.813516,0.699,0.1134,0.51045,Medium
0.380821,0.682683,0.389609,0.523283,0.773546,0.303734,0.896947,0.847679,0.819,0.136839,0.421046,Medium
0.357022,0.502503,0.322402,0.299422,0.6417,0.191611,0.97201,0.706594,0.591,0.024247,0.486216,Medium
0.327509,0.429429,0.465047,0.389566,0.522228,0.296861,0.78626,0.691679,0.605,0.10735,0.51011,Medium
0.297063,0.436436,0.48664,0.408365,0.483106,0.311344,0.745547,0.655731,0.663,0.112273,0.503102,Medium
0.53404,0.613614,0.431714,0.286137,0.684042,0.223779,0.875318,0.688993,0.634,0.014564,0.217439,Medium
0.393184,0.504505,0.512821,0.442415,0.485136,0.370054,0.620865,0.694256,0.778,0.14405,0.473513,Medium
0.45732,0.587588,0.345749,0.472579,0.714227,0.254508,0.777354,0.810276,0.705,0.128868,0.465202,Medium
0.300379,0.47047,0.453576,0.417509,0.553485,0.299811,0.802799,0.719253,0.655,0.112857,0.486042,Medium
0.501841,0.459459,0.350067,0.306837,0.614308,0.243202,0.89313,0.680598,0.628,0.093333,0.293,Medium
0.311491,0.402402,0.488394,0.41913,0.475688,0.335049,0.633588,0.694208,0.718,0.126657,0.474726,Medium
0.455023,0.541542,0.417679,0.25043,0.640894,0.216827,0.931298,0.712978,0.58,0.023352,0.192226,Medium
0.299087,0.661662,0.507422,0.522645,0.647181,0.340153,0.828244,0.724492,0.847,0.116303,0.410064,Medium
0.358811,0.452452,0.473279,0.413353,0.528305,0.327882,0.824427,0.681034,0.669,0.13394,0.464126,Medium
0.361899,0.488488,0.338866,0.306246,0.628922,0.18303,0.917303,0.708983,0.535,0.023341,0.486216,Medium
0.276768,0.527528,0.375843,0.499984,0.627704,0.29287,0.699746,0.803433,0.848,0.128387,0.51045,Medium
0.345229,0.666667,0.434278,0.413155,0.699937,0.287937,0.823155,0.782497,0.678,0.096833,0.469227,Medium
0.376026,0.750751,0.536437,0.544482,0.767487,0.37483,0.655216,0.844671,0.874,0.114772,0.513472,Medium
0.383181,0.564565,0.40108,0.303838,0.576583,0.265827,0.867684,0.687051,0.633,0.09996,0.140436,Medium
0.33555,0.438438,0.455331,0.291757,0.499489,0.252425,0.862595,0.633114,0.509,0.066518,0.382318,Medium
0.388307,0.500501,0.433468,0.305825,0.579849,0.252327,0.867684,0.674984,0.657,0.047259,0.325918,Medium
0.424527,0.39039,0.421188,0.42395,0.543866,0.32406,0.772265,0.698293,0.714,0.154193,0.34971,Medium
0.271692,0.581582,0.559109,0.477853,0.591111,0.359363,0.746819,0.656441,0.778,0.105519,0.571028,Medium
0.404921,0.455455,0.383131,0.259562,0.57152,0.200253,0.945293,0.682661,0.502,0.040562,0.231736,Medium
0.418701,0.647648,0.35587,0.519454,0.754651,0.338721,0.759542,0.874286,0.907,0.169342,0.432974,Medium
0.269896,0.343343,0.452227,0.397831,0.45255,0.321825,0.832061,0.670304,0.698,0.131653,0.500634,Medium
0.32489,0.543544,0.427935,0.398594,0.611473,0.278609,0.888041,0.71808,0.647,0.09965,0.503981,Medium
0.288396,0.684685,0.516869,0.506549,0.71999,0.335854,0.70229,0.854824,0.794,0.111608,0.497598,Medium
0.340496,0.463463,0.463158,0.38443,0.550394,0.30878,0.832061,0.732987,0.686,0.127436,0.348758,Medium
0.453339,0.486486,0.408907,0.314948,0.602539,0.243033,0.787532,0.708253,0.64,0.052576,0.325731,Medium
0.433465,0.654655,0.38691,0.410478,0.761981,0.248776,0.927481,0.797582,0.603,0.108445,0.412784,Medium
0.334933,0.541542,0.535762,0.409477,0.538444,0.350331,0.62341,0.719023,0.791,0.120507,0.300891,Medium
0.378888,0.455455,0.351147,0.278698,0.55191,0.206202,0.821883,0.656963,0.568,0.037799,0.396678,Medium
0.395475,0.576577,0.466667,0.268372,0.599023,0.221512,0.843511,0.684773,0.482,0.031045,0.286759,Medium
0.429433,0.466466,0.367072,0.287397,0.583172,0.229652,0.917303,0.665173,0.575,0.069492,0.311306,Medium
0.29716,0.543544,0.411066,0.378326,0.645065,0.250892,0.857506,0.733245,0.614,0.094756,0.509191,Medium
0.506975,0.467467,0.460864,0.447416,0.645849,0.300032,0.665394,0.761051,0.756,0.109775,0.505417,Medium
0.460895,0.515516,0.462348,0.263806,0.533789,0.257423,0.871501,0.646559,0.59,0.034783,0.297352,Medium
0.317328,0.534535,0.201889,0.431093,0.539986,0.249433,0.75827,0.808501,0.715,0.126486,0.469324,Medium
0.349269,0.507508,0.476923,0.392093,0.535544,0.331951,0.695929,0.715158,0.741,0.124665,0.431103,Medium
0.419904,0.504505,0.417949,0.306411,0.584037,0.242716,0.772265,0.702853,0.481,0.077778,0.394245,Medium
0.37817,0.697698,0.34197,0.449362,0.803883,0.234413,0.807888,0.875512,0.683,0.097221,0.501593,Medium
0.353978,0.428428,0.447233,0.298224,0.523955,0.281889,0.946565,0.671325,0.626,0.089844,0.312818,Medium
0.255531,0.382382,0.454926,0.389254,0.509944,0.301225,0.913486,0.680928,0.643,0.114165,0.483866,Medium
0.394592,0.541542,0.463968,0.43245,0.637232,0.311531,0.725191,0.739333,0.723,0.111603,0.561519,Medium
0.386371,0.399399,0.55803,0.407604,0.506295,0.328383,0.592875,0.78224,0.582,0.129007,0.441102,Medium
0.50229,0.48048,0.434953,0.23397,0.502732,0.207423,0.868957,0.660126,0.362,0.01847,0.319417,Medium
0.338392,0.513514,0.459784,0.251734,0.56196,0.205166,0.92112,0.63534,0.433,0.011913,0.421498,Medium
0.349833,0.4004,0.461269,0.387862,0.528438,0.292719,0.806616,0.690239,0.601,0.123971,0.503102,Medium
0.437137,0.507508,0.379082,0.314034,0.612675,0.261919,0.849873,0.746528,0.641,0.101303,0.171753,Medium
0.410243,0.381381,0.452362,0.254516,0.51674,0.235381,0.949109,0.628343,0.614,0.01411,0.277446,Medium
0.367186,0.47047,0.405803,0.249521,0.563199,0.186804,0.935115,0.634214,0.46,0.003681,0.425743,Medium
0.374283,0.458458,0.494062,0.404945,0.560037,0.285532,0.667939,0.69932,0.639,0.101777,0.461899,Medium
0.26193,0.433433,0.510526,0.410301,0.513843,0.314796,0.821883,0.654687,0.664,0.113107,0.458326,Medium
0.488841,0.467467,0.448583,0.259258,0.588832,0.22093,0.949109,0.640263,0.499,0.020137,0.366285,Medium
0.320604,0.488488,0.415655,0.410306,0.549037,0.295006,0.784987,0.731175,0.687,0.124159,0.507641,Medium
0.234201,0.444444,0.527665,0.43535,0.507118,0.336256,0.64631,0.677388,0.736,0.117586,0.616712,Medium
0.390375,0.442442,0.521592,0.419638,0.545822,0.310649,0.678117,0.686344,0.646,0.11421,0.45461,Medium
0.355111,0.36036,0.47112,0.326627,0.467443,0.284407,0.779898,0.655436,0.621,0.086437,0.372031,Medium
0.445777,0.497497,0.433468,0.469121,0.629123,0.313599,0.534351,0.772552,0.73,0.144933,0.469324,Medium
0.435648,0.523524,0.329015,0.404487,0.643189,0.272715,0.69084,0.765852,0.72,0.114142,0.470719,Medium
0.412734,0.613614,0.464372,0.482845,0.697507,0.331654,0.573791,0.832013,0.808,0.110427,0.516794,Medium
0.462481,0.473473,0.438596,0.301178,0.546795,0.25984,0.846056,0.739935,0.58,0.07498,0.140478,Medium
0.541878,0.597598,0.397571,0.286844,0.700775,0.219253,0.835878,0.707747,0.644,0.021733,0.306241,Medium
0.40293,0.676677,0.502834,0.505859,0.734496,0.324003,0.765903,0.830462,0.794,0.125243,0.410064,Medium
0.525318,0.477477,0.579082,0.4631,0.596221,0.372619,0.466921,0.761778,0.632,0.170567,0.499214,Medium
0.358776,0.534535,0.490148,0.410388,0.598564,0.303704,0.778626,0.685424,0.645,0.109244,0.447383,Medium
0.451731,0.461461,0.406883,0.283064,0.566671,0.241001,0.863868,0.676056,0.639,0.052876,0.210592,Medium
0.318486,0.302302,0.5,0.42809,0.426009,0.332398,0.671756,0.669451,0.695,0.118635,0.464126,Medium
0.485475,0.473473,0.424696,0.336916,0.520207,0.288883,0.824427,0.726669,0.637,0.082393,0.444786,Medium
0.360667,0.605606,0.325641,0.413769,0.70667,0.224573,0.913486,0.782344,0.635,0.091254,0.471151,Medium
0.28175,0.329329,0.466667,0.350215,0.394522,0.313434,0.835878,0.588494,0.648,0.118713,0.500424,Medium
0.404572,0.368368,0.447773,0.25751,0.311645,0.313436,0.912214,0.643132,0.526,0.100244,0.308005,Medium
0.256003,0.476476,0.489879,0.400697,0.594406,0.276444,0.884224,0.737566,0.621,0.081305,0.463605,Medium
0.446043,0.523524,0.400405,0.274882,0.577424,0.249618,0.879135,0.683532,0.613,0.075123,0.089526,Medium
0.432333,0.442442,0.508367,0.278935,0.506694,0.309648,0.891858,0.660819,0.633,0.105721,0.158382,Medium
0.291067,0.446446,0.452362,0.373628,0.537493,0.284719,0.918575,0.686394,0.649,0.096878,0.504689,Medium
0.255629,0.607608,0.606748,0.513413,0.612916,0.386326,0.751908,0.767874,0.857,0.117015,0.445716,Medium
0.353137,0.604605,0.568421,0.514598,0.688882,0.355361,0.736641,0.841013,0.904,0.11666,0.421579,Medium
0.403241,0.543544,0.541296,0.409794,0.548955,0.362911,0.71374,0.699273,0.7,0.147815,0.34971,Medium
0.230213,0.428428,0.478947,0.39543,0.491813,0.30547,0.721374,0.667405,0.679,0.106832,0.497896,Medium
0.387457,0.435435,0.392308,0.246256,0.545205,0.194431,0.917303,0.637803,0.492,0.014928,0.382423,Medium
0.256238,0.578579,0.369771,0.414181,0.574725,0.301783,0.75827,0.687792,0.759,0.116603,0.561712,Medium
0.351127,0.386386,0.306748,0.272896,0.578693,0.196682,0.959288,0.656158,0.574,0.039726,0.546264,Medium
0.426903,0.573574,0.411471,0.38566,0.719251,0.228092,0.874046,0.792036,0.467,0.084804,0.383107,Medium
0.328533,0.459459,0.526721,0.428988,0.492408,0.358715,0.71374,0.678651,0.698,0.149458,0.464126,Medium
0.3283,0.554555,0.490823,0.381072,0.477469,0.316296,0.736641,0.708209,0.587,0.111966,0.444386,Medium
0.438183,0.45045,0.499325,0.235065,0.542427,0.237892,0.941476,0.643421,0.51,0.03914,0.082075,Medium
0.467682,0.584585,0.405938,0.515668,0.741998,0.28991,0.683206,0.80304,0.835,0.124141,0.51045,Medium
0.368716,0.538539,0.544265,0.530564,0.583654,0.366764,0.358779,0.811898,0.825,0.152307,0.483557,Medium
0.39386,0.50951,0.312551,0.396936,0.671576,0.234664,0.711196,0.789311,0.579,0.111477,0.637182,Medium
0.333239,0.671672,0.544265,0.513323,0.651114,0.355721,0.568702,0.765374,0.821,0.108134,0.497598,Medium
0.409984,0.56957,0.447773,0.442656,0.672568,0.300243,0.772265,0.78992,0.704,0.11664,0.515097,Medium
0.59122,0.379379,0.287179,0.350584,0.488656,0.246256,0.87659,0.662224,0.456,0.121547,0.458285,Medium
0.342068,0.467467,0.466802,0.388396,0.585044,0.299122,0.882952,0.741406,0.6,0.121006,0.487928,Medium
0.396661,0.419419,0.37193,0.296422,0.534163,0.244983,0.83715,0.682333,0.577,0.0868,0.368728,Medium
0.517333,0.452452,0.439271,0.267367,0.57564,0.232295,0.78117,0.670148,0.577,0.026248,0.281985,Medium
0.359238,0.396396,0.35749,0.269657,0.508369,0.220349,0.959288,0.628524,0.503,0.067701,0.401838,Medium
0.483096,0.726727,0.453036,0.600796,0.859544,0.362113,0.708651,0.950063,0.906,0.139971,0.443116,Medium
0.3783,0.496496,0.431444,0.275762,0.591169,0.225515,0.829517,0.680584,0.529,0.047679,0.287274,Medium
0.405264,0.500501,0.464238,0.298093,0.493153,0.276853,0.765903,0.663904,0.588,0.038588,0.605813,Medium
0.459422,0.461461,0.489609,0.396376,0.554575,0.319421,0.71883,0.704864,0.653,0.120281,0.414171,Medium
0.412144,0.435435,0.339001,0.350222,0.5553,0.282873,0.715013,0.70354,0.674,0.120325,0.555056,Medium
0.330602,0.388388,0.330769,0.424806,0.53783,0.224037,0.796438,0.718523,0.574,0.104332,0.467435,Medium
0.456173,0.512513,0.509042,0.280938,0.576177,0.275121,0.956743,0.667271,0.64,0.040642,0.228041,Medium
0.440652,0.447447,0.432794,0.266992,0.592238,0.206585,0.858779,0.633438,0.481,0.016609,0.538358,Medium
0.385786,0.364364,0.640891,0.38036,0.324026,0.399998,0.59542,0.7047,0.517,0.139635,0.470512,Medium
0.425371,0.644645,0.443725,0.441738,0.689564,0.290868,0.900763,0.734458,0.705,0.105677,0.432788,Medium
0.37429,0.503504,0.487989,0.281726,0.546309,0.256894,0.868957,0.664773,0.57,0.053984,0.242379,Medium
0.309478,0.476476,0.322942,0.326766,0.566283,0.240404,0.849873,0.702723,0.624,0.086914,0.454106,Medium
0.323666,0.441441,0.55722,0.397779,0.484835,0.341421,0.851145,0.665341,0.687,0.097463,0.464126,Medium
0.468945,0.499499,0.31498,0.395913,0.713048,0.223913,0.698473,0.871863,0.659,0.083587,0.444468,Medium
0.620162,0.670671,0.39973,0.278076,0.785673,0.179194,0.910941,0.770711,0.456,0.019797,0.238324,Medium
0.418238,0.511512,0.50081,0.329926,0.454315,0.368223,0.735369,0.705613,0.738,0.13483,0.207219,Medium
0.408938,0.462462,0.41336,0.241209,0.605497,0.175111,0.945293,0.656764,0.43,0.006231,0.359341,Medium
0.42999,0.485485,0.426856,0.267263,0.551611,0.252899,0.92112,0.670709,0.534,0.086335,0.202071,Medium
0.481407,0.520521,0.425911,0.341192,0.568758,0.278232,0.866412,0.711836,0.6,0.090531,0.328633,Medium
0.561227,0.708709,0.549528,0.556683,0.837481,0.379513,0.739186,0.90471,0.817,0.134143,0.44141,Medium
0.399647,0.518519,0.433468,0.294838,0.567213,0.280231,0.93257,0.664851,0.622,0.094389,0.320252,Medium
0.395122,0.494494,0.479892,0.396394,0.562713,0.317473,0.684478,0.722227,0.71,0.117393,0.382324,Medium
0.438103,0.486486,0.550202,0.371827,0.501034,0.350088,0.659033,0.748549,0.648,0.137896,0.348758,Medium
0.265297,0.428428,0.492443,0.367865,0.398978,0.332905,0.856234,0.605147,0.679,0.110169,0.509215,Medium
0.383076,0.493493,0.573144,0.414534,0.524847,0.362006,0.782443,0.663872,0.716,0.119225,0.404769,Medium
0.442299,0.456456,0.402834,0.282423,0.579352,0.219563,0.898219,0.683631,0.482,0.05652,0.367521,Medium
0.431782,0.532533,0.37085,0.304444,0.657165,0.196666,0.871501,0.719447,0.526,0.030262,0.483018,Medium
0.343538,0.426426,0.530904,0.337055,0.442428,0.349708,0.754453,0.703495,0.683,0.097744,0.463472,Medium
0.448416,0.472472,0.476923,0.414689,0.449273,0.373813,0.629771,0.703737,0.786,0.144721,0.382678,Medium
0.403881,0.523524,0.367206,0.272288,0.636436,0.186883,0.908397,0.664719,0.537,0.016757,0.408415,Medium
0.3652,0.592593,0.609582,0.452604,0.646941,0.344404,0.748092,0.712263,0.775,0.090602,0.513472,Medium
0.430087,0.443443,0.542915,0.244881,0.513083,0.276828,0.907125,0.641784,0.526,0.054262,0.225936,Medium
0.353041,0.503504,0.454656,0.410441,0.554577,0.33068,0.830789,0.6808,0.749,0.123657,0.466355,Medium
0.44365,0.638639,0.455196,0.479222,0.752483,0.297679,0.44402,0.903262,0.802,0.084464,0.500477,Medium
0.428853,0.472472,0.490418,0.270341,0.567023,0.246643,0.886768,0.663519,0.596,0.022256,0.289454,Medium
0.457273,0.560561,0.430499,0.287359,0.605908,0.2364,0.848601,0.663391,0.599,0.040108,0.25313,Medium
0.416601,0.469469,0.430229,0.38337,0.590402,0.282964,0.798982,0.709432,0.619,0.127567,0.348758,Medium
0.400329,0.623624,0.601619,0.530771,0.694587,0.411233,0.762087,0.833682,0.875,0.139342,0.453632,Medium
0.540525,0.642643,0.236032,0.394115,0.8224,0.181538,0.78117,0.844305,0.586,0.095766,0.442134,Medium
0.432513,0.511512,0.535358,0.438565,0.613609,0.296733,0.727735,0.711562,0.6,0.124051,0.449218,Medium
0.337841,0.571572,0.48502,0.296616,0.560449,0.291969,0.908397,0.680974,0.664,0.08094,0.233358,Medium
0.500639,0.564565,0.426316,0.277653,0.676144,0.219842,0.919847,0.720029,0.551,0.031782,0.348677,Medium
0.375708,0.385385,0.396626,0.359428,0.542979,0.291562,0.900763,0.67566,0.711,0.107039,0.517916,Medium
0.428534,0.483483,0.324561,0.315847,0.56585,0.246096,0.835878,0.666072,0.678,0.087433,0.323451,Medium
0.395248,0.520521,0.445344,0.271711,0.57626,0.223607,0.839695,0.599397,0.496,0.034979,0.475315,Medium
0.446285,0.534535,0.569906,0.447534,0.573375,0.381872,0.703562,0.723927,0.732,0.151543,0.363984,Medium
0.371895,0.489489,0.515385,0.435275,0.546868,0.351975,0.703562,0.733501,0.735,0.139518,0.363984,Medium
0.350511,0.318318,0.423752,0.368196,0.486489,0.303881,0.882952,0.659561,0.649,0.126153,0.527813,Medium
0.534843,0.562563,0.489879,0.305043,0.631273,0.285014,0.838422,0.717136,0.652,0.081147,0.153318,Medium
0.260804,0.571572,0.370445,0.438299,0.585502,0.295508,0.933842,0.682839,0.779,0.126049,0.46849,Medium
0.679035,0.63964,0.342105,0.329365,0.821368,0.205487,0.914758,0.795095,0.484,0.087657,0.346947,Medium
0.512155,0.484484,0.352497,0.292566,0.614616,0.22134,0.894402,0.670577,0.553,0.06069,0.429937,Medium
0.386287,0.658659,0.534818,0.486012,0.750936,0.31627,0.751908,0.819443,0.732,0.117731,0.50875,Medium
0.399201,0.461461,0.455196,0.365249,0.538971,0.308109,0.652672,0.712695,0.719,0.125446,0.269118,Medium
0.3739,0.359359,0.426856,0.284219,0.516906,0.236455,0.914758,0.639142,0.503,0.06133,0.510628,Medium
0.515635,0.514515,0.357085,0.320974,0.662724,0.268807,0.807888,0.765497,0.656,0.124136,0.271011,Medium
0.446749,0.642643,0.518354,0.495326,0.672201,0.382288,0.63486,0.797607,0.873,0.154333,0.421736,Medium
0.382995,0.5996,0.413225,0.478338,0.677594,0.349464,0.846056,0.789079,0.847,0.144808,0.46676,Medium
0.492993,0.49049,0.389609,0.35999,0.649807,0.226958,0.731552,0.755706,0.549,0.066716,0.547501,Medium
0.44514,0.684685,0.435088,0.456998,0.751121,0.295135,0.867684,0.815523,0.714,0.126823,0.421736,Medium
0.446426,0.672673,0.540621,0.520492,0.730151,0.356736,0.693384,0.841726,0.82,0.132873,0.426472,Medium
0.570918,0.651652,0.381781,0.525901,0.779448,0.344604,0.720102,0.871539,0.843,0.174187,0.424339,Medium
0.436414,0.540541,0.377193,0.395314,0.701885,0.246418,0.819338,0.805891,0.553,0.102459,0.646034,Medium
0.395922,0.652653,0.425776,0.459141,0.726646,0.288361,0.71374,0.843605,0.771,0.113635,0.432788,Medium
0.32022,0.429429,0.509447,0.387072,0.543047,0.318061,0.821883,0.686853,0.711,0.113299,0.50401,Medium
0.472601,0.603604,0.489069,0.26218,0.689567,0.214813,0.958015,0.723387,0.49,0.023561,0.229664,Medium
0.287326,0.593594,0.357085,0.400937,0.701836,0.207555,0.774809,0.794594,0.522,0.09088,0.653498,Medium
0.41806,0.481481,0.362618,0.308361,0.573611,0.250808,0.868957,0.681243,0.655,0.084087,0.351891,Medium
0.406308,0.466466,0.413765,0.284551,0.540704,0.24642,0.828244,0.671834,0.572,0.071723,0.293,Medium
0.408656,0.492492,0.416869,0.267969,0.591624,0.214933,0.874046,0.672206,0.522,0.026406,0.466088,Medium
0.432758,0.677678,0.458704,0.488084,0.770657,0.310223,0.751908,0.857839,0.842,0.108399,0.476652,Medium
0.301279,0.484484,0.403509,0.359718,0.4816,0.287287,0.744275,0.737916,0.65,0.114176,0.338124,Medium
0.408585,0.482482,0.375709,0.299752,0.641168,0.220476,0.94402,0.675372,0.635,0.035555,0.470552,Medium
0.393123,0.483483,0.464777,0.372287,0.549766,0.291994,0.85369,0.672101,0.603,0.102361,0.460498,Medium
0.267,0.462462,0.452901,0.372523,0.537793,0.286129,0.856234,0.701032,0.591,0.109091,0.533469,Medium
0.271288,0.416416,0.589879,0.429638,0.444865,0.375796,0.629771,0.644083,0.833,0.09391,0.55712,Medium
0.360184,0.64965,0.460459,0.496571,0.713618,0.320249,0.868957,0.811896,0.846,0.129632,0.432265,Medium
0.504579,0.696697,0.323617,0.469899,0.820714,0.235315,0.843511,0.855965,0.694,0.10943,0.46676,Medium
0.318714,0.540541,0.369231,0.385548,0.598632,0.259686,0.975827,0.730007,0.652,0.109847,0.479512,Medium
0.38926,0.475475,0.546829,0.400203,0.532891,0.339532,0.743003,0.696411,0.674,0.1157,0.40862,Medium
0.260345,0.479479,0.34332,0.431959,0.569771,0.272915,0.779898,0.726617,0.725,0.115071,0.651509,Medium
0.300618,0.383383,0.415655,0.369973,0.499602,0.295208,0.875318,0.663339,0.688,0.116119,0.446912,Medium
0.279555,0.52953,0.464642,0.430966,0.559025,0.313682,0.890585,0.678944,0.74,0.111404,0.492113,Medium
0.434047,0.594595,0.476653,0.309233,0.641567,0.275409,0.874046,0.749511,0.587,0.075039,0.352715,Medium
0.397901,0.566567,0.480297,0.392838,0.623486,0.311049,0.900763,0.720588,0.708,0.111584,0.421035,Medium
0.480113,0.553554,0.306343,0.273134,0.716401,0.149431,0.898219,0.70191,0.496,0.004192,0.480971,Medium
0.259459,0.464464,0.498516,0.377729,0.406687,0.337279,0.908397,0.673748,0.627,0.119607,0.477587,Medium
0.517295,0.570571,0.508232,0.273703,0.647795,0.25534,0.900763,0.697083,0.622,0.025919,0.209311,Medium
0.350689,0.61962,0.575843,0.517786,0.666333,0.357906,0.790076,0.799538,0.807,0.12264,0.442811,Medium
0.398838,0.448448,0.437517,0.289258,0.538055,0.243998,0.767176,0.657987,0.562,0.043376,0.459659,Medium
0.522296,0.613614,0.371795,0.393562,0.70226,0.254909,0.782443,0.803688,0.595,0.109394,0.435096,Medium
0.503425,0.468468,0.428745,0.249495,0.588507,0.20664,0.935115,0.638313,0.496,0.011953,0.344958,Medium
0.226213,0.382382,0.51525,0.393083,0.458152,0.328546,0.805344,0.665901,0.71,0.14477,0.458326,Medium
0.454184,0.484484,0.487045,0.291415,0.561033,0.28724,0.923664,0.650386,0.619,0.075814,0.351874,Medium
0.420325,0.50951,0.39919,0.290016,0.628173,0.233515,0.945293,0.681694,0.612,0.031447,0.514993,Medium
0.33634,0.448448,0.438057,0.39118,0.491229,0.313205,0.750636,0.665548,0.709,0.117408,0.458326,Medium
0.305237,0.497497,0.449798,0.403087,0.554102,0.352079,0.861323,0.712556,0.795,0.141677,0.514435,Medium
0.389527,0.587588,0.456275,0.414574,0.680409,0.322091,0.787532,0.766285,0.778,0.121609,0.468762,Medium
0.427343,0.596597,0.364507,0.377837,0.736637,0.234584,0.767176,0.821584,0.608,0.077845,0.654447,Medium
0.611149,0.708709,0.304723,0.317502,0.831835,0.182943,0.868957,0.823062,0.49,0.080152,0.270209,Medium
0.422053,0.51952,0.449528,0.419122,0.595552,0.329958,0.776081,0.73513,0.701,0.14596,0.467127,Medium
0.340266,0.63964,0.569501,0.459249,0.672617,0.366306,0.774809,0.803199,0.853,0.109293,0.440439,Medium
0.4211,0.737738,0.30135,0.447317,0.868113,0.20833,0.821883,0.891043,0.64,0.104308,0.490342,Medium
0.454623,0.678679,0.412955,0.468598,0.79048,0.271153,0.839695,0.850201,0.759,0.097515,0.46837,Medium
0.3914,0.318318,0.44359,0.363101,0.367211,0.328187,0.900763,0.700324,0.631,0.118382,0.504689,Medium
0.42619,0.461461,0.45614,0.284837,0.562191,0.245333,0.85369,0.662866,0.534,0.046724,0.454476,Medium
0.46096,0.554555,0.330769,0.259024,0.558972,0.207161,0.863868,0.634618,0.516,0.0416,0.427668,Medium
0.4556,0.363363,0.347638,0.427664,0.58917,0.27523,0.812977,0.743246,0.667,0.120705,0.66974,Medium
0.40485,0.62963,0.404588,0.44383,0.713882,0.282462,0.739186,0.816699,0.699,0.118297,0.464126,Medium
0.384294,0.587588,0.501889,0.420169,0.662867,0.348158,0.699746,0.816634,0.865,0.101472,0.381224,Medium
0.362282,0.640641,0.61444,0.317184,0.692301,0.189141,0.618321,0.783495,0.19,0.013354,0.522603,Medium
0.374787,0.401401,0.50108,0.368908,0.515036,0.31535,0.870229,0.694804,0.61,0.121169,0.464126,Medium
0.406984,0.502503,0.534683,0.269354,0.403315,0.336356,0.881679,0.67672,0.598,0.086414,0.252796,Medium
0.247287,0.232232,0.402429,0.356975,0.398134,0.283127,0.774809,0.656981,0.655,0.10564,0.453174,Medium
0.49957,0.548549,0.499595,0.242276,0.6386,0.232735,0.94402,0.66755,0.484,0.033913,0.206991,Medium
0.381033,0.44044,0.361673,0.307383,0.571753,0.231818,0.83715,0.655714,0.608,0.055807,0.594958,Medium
0.447018,0.548549,0.476923,0.395194,0.641867,0.310118,0.796438,0.787348,0.649,0.126034,0.349191,Medium
1,0.564565,0.54251,0.29716,0.6651,0.240393,0.540712,0.653465,0,0.126657,0.464681,Medium
0.407869,0.538539,0.370445,0.4012,0.686667,0.283867,0.840967,0.779394,0.723,0.123868,0.502527,Medium
