'Material Deprivation',Affordability,'Income Inequality','Community Environment Profile','Consumer Opportunity Profile','Economic Opportunity Profile','Population Churning',Education,'Job Participation','Employment Accessibility','Access to Care','Health Opportunity Index'
0.38058,0.371371,0.480972,0.290166,0.507172,0.263326,0.835878,0.656572,0.587,0.045652,0.588478,Medium
0.383467,0.50951,0.434413,0.294266,0.545674,0.291063,0.881679,0.675602,0.679,0.105652,0.345905,Medium
0.498692,0.603604,0.491228,0.34337,0.673553,0.29436,0.889313,0.756347,0.59,0.104556,0.417445,Medium
0.417941,0.604605,0.505128,0.335238,0.578836,0.33332,0.902036,0.687932,0.686,0.10442,0.456934,Medium
0.356568,0.655656,0.507962,0.425801,0.643026,0.344979,0.860051,0.747181,0.775,0.139087,0.421986,Medium
0.41391,0.502503,0.431714,0.274446,0.594723,0.243976,0.959288,0.690872,0.6,0.05184,0.361696,Medium
0.425152,0.564565,0.364507,0.252732,0.625877,0.183292,0.881679,0.677322,0.512,0.032594,0.239684,Medium
0.396638,0.562563,0.458974,0.350257,0.604376,0.286691,0.782443,0.724907,0.607,0.097029,0.487182,Medium
0.420657,0.354354,0.451012,0.219849,0.36367,0.270625,0.970738,0.647497,0.56,0.04271,0.235156,Medium
0.396087,0.634635,0.491093,0.475554,0.663701,0.345846,0.679389,0.789675,0.885,0.133762,0.483936,Medium
0.447158,0.577578,0.511066,0.333692,0.623422,0.318072,0.882952,0.721399,0.639,0.106156,0.440907,Medium
0.413068,0.693694,0.473144,0.410321,0.753631,0.316821,0.722646,0.838407,0.711,0.129674,0.455939,Medium
0.379309,0.211211,0.491363,0.37416,0.459952,0.316555,0.848601,0.690549,0.653,0.124795,0.471965,Medium
0.488468,0.661662,0.380297,0.34328,0.693253,0.267238,0.833333,0.768762,0.664,0.101639,0.503917,Medium
0.245384,0.365365,0.424966,0.390147,0.506595,0.289121,0.763359,0.665895,0.638,0.104799,0.89772,Medium
0.545495,0.652653,0.358974,0.4103,0.806001,0.262184,0.810433,0.82721,0.735,0.115444,0.501637,Medium
0.565595,0.633634,0.450742,0.282049,0.643056,0.255139,0.768448,0.677834,0.535,0.076201,0.333535,Medium
0.549034,0.637638,0.365317,0.383655,0.768748,0.253234,0.861323,0.778832,0.701,0.104283,0.472572,Medium
0.462213,0.548549,0.498381,0.405787,0.635197,0.324465,0.79771,0.770764,0.698,0.121475,0.400247,Medium
0.385787,0.389389,0.327395,0.318553,0.561329,0.233273,0.870229,0.749371,0.563,0.104039,0.453174,Medium
0.305397,0.594595,0.612146,0.468564,0.552928,0.41007,0.723919,0.718422,0.815,0.157554,0.496349,Medium
0.477025,0.630631,0.429825,0.286707,0.714304,0.260748,0.937659,0.749386,0.659,0.082165,0.279828,Medium
0.513188,0.532533,0.301889,0.292371,0.640549,0.246796,0.919847,0.70715,0.619,0.109592,0.466142,Medium
0.398224,0.455455,0.45776,0.367605,0.601479,0.312279,0.816794,0.758795,0.739,0.116969,0.49918,Medium
0.541251,0.593594,0.441161,0.30384,0.730573,0.25358,0.884224,0.812859,0.561,0.092964,0.370214,Medium
0.40107,0.493493,0.454791,0.322788,0.365468,0.347327,0.888041,0.581878,0.68,0.112932,0.566342,Medium
0.50518,0.577578,0.475169,0.256016,0.60873,0.28283,0.958015,0.686613,0.554,0.096525,0.210921,Medium
0.477328,0.572573,0.481916,0.256402,0.65952,0.243562,0.896947,0.707303,0.621,0.022408,0.371054,Medium
0.44361,0.65966,0.490958,0.409757,0.786104,0.287637,0.830789,0.864668,0.677,0.098164,0.500446,Medium
0.477927,0.563564,0.506613,0.254505,0.574845,0.29738,0.937659,0.668747,0.614,0.093217,0.178447,Medium
0.434137,0.538539,0.534818,0.28321,0.556762,0.316006,0.824427,0.6872,0.699,0.08496,0.215145,Medium
0.478694,0.56957,0.476653,0.297591,0.596563,0.298964,0.842239,0.713082,0.611,0.120122,0.252791,Medium
0.321499,0.611612,0.411336,0.331735,0.651588,0.268113,0.846056,0.755766,0.63,0.09198,0.550026,Medium
0.490879,0.518519,0.456005,0.233121,0.527904,0.264951,0.951654,0.640392,0.586,0.045292,0.325707,Medium
0.482573,0.585586,0.471255,0.381893,0.674994,0.297252,0.779898,0.762559,0.646,0.119137,0.415005,Medium
0.540984,0.582583,0.485695,0.290645,0.661169,0.283426,0.874046,0.759303,0.66,0.086353,0.173139,Medium
0.393999,0.693694,0.570715,0.491093,0.73062,0.38193,0.722646,0.870904,0.877,0.134871,0.434747,Medium
0.417941,0.662663,0.534143,0.41149,0.72708,0.337461,0.680662,0.780673,0.885,0.078389,0.500446,Medium
0.508583,0.622623,0.508637,0.241126,0.624415,0.258595,0.92112,0.618717,0.601,0.021901,0.385785,Medium
0.484539,0.634635,0.461943,0.333555,0.727504,0.300303,0.863868,0.790623,0.778,0.096242,0.223705,Medium
0.432107,0.581582,0.577328,0.461492,0.64481,0.400744,0.553435,0.8371,0.837,0.147283,0.515795,Medium
0.40205,0.643644,0.504453,0.45244,0.710318,0.316426,0.810433,0.806238,0.778,0.097585,0.513437,Medium
0.508475,0.536537,0.47166,0.270004,0.569841,0.312753,0.736641,0.72462,0.668,0.121614,0.162706,Medium
0.212124,0.35035,0.360189,0.343972,0.44389,0.257697,0.923664,0.663323,0.615,0.105756,0.458326,Medium
0.513294,0.673674,0.502159,0.36239,0.7682,0.292621,0.843511,0.832805,0.702,0.106682,0.295947,Medium
0.593266,0.605606,0.492038,0.283238,0.726985,0.272287,0.93257,0.814946,0.559,0.084454,0.278309,Medium
0.509477,0.654655,0.459919,0.414818,0.747463,0.307383,0.745547,0.86034,0.755,0.125533,0.410619,Medium
0.436566,0.495495,0.489879,0.311858,0.555687,0.308033,0.75827,0.702206,0.717,0.091878,0.345512,Medium
0.091565,0.327327,0.554116,0.330246,0.33019,0.296801,0.867684,0.626464,0.416,0.126561,0.457582,Medium
0.491808,0.730731,0.433063,0.367175,0.764144,0.274117,0.909669,0.854578,0.641,0.100506,0.311056,Medium
0.505069,0.581582,0.456005,0.293694,0.58066,0.293852,0.882952,0.72074,0.587,0.085738,0.507286,Medium
0.360151,0.605606,0.531984,0.408355,0.565129,0.366462,0.557252,0.75721,0.847,0.130715,0.464428,Medium
0.252393,0.451451,0.496761,0.431895,0.474127,0.436088,0.823155,0.686846,0.788,0.257099,0.540788,Medium
0.466251,0.543544,0.435223,0.291336,0.602707,0.282433,0.916031,0.697724,0.634,0.101955,0.342719,Medium
0.489965,0.662663,0.433603,0.404839,0.741416,0.27853,0.715013,0.848684,0.615,0.124663,0.51671,Medium
0.466965,0.476476,0.430364,0.279064,0.570477,0.278949,0.952926,0.67904,0.636,0.094171,0.350307,Medium
0.419256,0.58959,0.570985,0.394899,0.572201,0.368013,0.735369,0.712609,0.711,0.141342,0.363984,Medium
0.574388,0.62963,0.41417,0.284536,0.727992,0.261887,0.885496,0.788659,0.635,0.084914,0.290913,Medium
0.288944,0.53954,0.512821,0.377243,0.556516,0.310077,0.765903,0.649802,0.733,0.093158,0.565534,Medium
0.537108,0.737738,0.561269,0.474627,0.814525,0.349354,0.821883,0.882074,0.779,0.129974,0.413037,Medium
0.568644,0.588589,0.582186,0.463417,0.675466,0.381457,0.787532,0.74791,0.824,0.13005,0.506449,Medium
0.436661,0.585586,0.451957,0.336401,0.658115,0.305926,0.804071,0.732251,0.794,0.096864,0.322181,Medium
0.392688,0.532533,0.557895,0.296754,0.541581,0.351939,0.875318,0.678511,0.736,0.109186,0.315729,Medium
0.431014,0.449449,0.533738,0.393165,0.482959,0.372382,0.770992,0.732051,0.738,0.140697,0.445657,Medium
0.632769,0.701702,0.478677,0.375376,0.854888,0.271144,0.821883,0.881134,0.638,0.098294,0.399452,Medium
0.378346,0.504505,0.438731,0.298287,0.560396,0.282646,0.888041,0.669464,0.616,0.092492,0.550063,Medium
0.675198,0.67968,0.257895,0.302138,0.857088,0.182002,0.938931,0.834391,0.586,0.066892,0.456207,Medium
0.480453,0.520521,0.489204,0.30187,0.55417,0.3033,0.804071,0.682249,0.629,0.078132,0.534454,Medium
0.425907,0.534535,0.496491,0.272009,0.564511,0.299566,0.935115,0.650714,0.58,0.093241,0.510018,Medium
0.367157,0.472472,0.349393,0.436883,0.619226,0.233761,0.60687,0.801812,0.638,0.090716,0.657074,Medium
0.408116,0.552553,0.389609,0.36093,0.608882,0.285915,0.842239,0.693375,0.719,0.103967,0.601989,Medium
0.480126,0.726727,0.459244,0.451024,0.782334,0.312996,0.772265,0.851709,0.827,0.120914,0.467128,Medium
0.361344,0.541542,0.55587,0.351792,0.534647,0.349731,0.776081,0.729576,0.648,0.131888,0.472741,Medium
0.354181,0.615616,0.512146,0.459482,0.645698,0.352303,0.71883,0.818306,0.78,0.158263,0.483557,Medium
0.438698,0.473473,0.415115,0.275397,0.589533,0.261153,0.889313,0.716265,0.61,0.073802,0.418544,Medium
0.335768,0.548549,0.380972,0.320957,0.516583,0.284651,0.913486,0.716509,0.695,0.092379,0.497144,Medium
0.384046,0.536537,0.451282,0.390139,0.565857,0.325568,0.829517,0.68371,0.751,0.121584,0.467127,Medium
0.546693,0.712713,0.407287,0.400259,0.86046,0.237761,0.86514,0.888026,0.624,0.091991,0.474189,Medium
0.56504,0.527528,0.468556,0.240678,0.624775,0.258584,0.942748,0.665875,0.592,0.057912,0.27671,Medium
0.398135,0.561562,0.403239,0.31144,0.604077,0.284085,0.89313,0.696972,0.702,0.099886,0.454151,Medium
0.473752,0.638639,0.446559,0.281437,0.703568,0.277746,0.968193,0.798161,0.699,0.087978,0.149474,Medium
0.451327,0.731732,0.387045,0.383506,0.806578,0.257889,0.910941,0.816223,0.686,0.103583,0.501637,Medium
0.508269,0.505506,0.47085,0.351029,0.64296,0.311527,0.908397,0.718441,0.699,0.11447,0.466355,Medium
0.521881,0.550551,0.553171,0.359222,0.651905,0.33345,0.888041,0.735073,0.652,0.117904,0.428668,Medium
0.478843,0.685686,0.222402,0.30819,0.752694,0.20792,0.884224,0.743245,0.674,0.074071,0.606309,Medium
0.554555,0.359359,0.451282,0.240522,0.558747,0.266621,0.979644,0.659472,0.541,0.09008,0.367514,Medium
0.579052,0.611612,0.412551,0.264817,0.740695,0.202125,0.916031,0.754054,0.449,0.033402,0.52137,Medium
0.38973,0.563564,0.535897,0.39248,0.625034,0.342986,0.826972,0.725688,0.742,0.131318,0.424504,Medium
0.586769,0.635636,0.542375,0.333398,0.720703,0.321183,0.851145,0.768044,0.69,0.114881,0.241185,Medium
0.565214,0.483483,0.507692,0.27124,0.60258,0.294665,0.914758,0.694389,0.715,0.060451,0.262569,Medium
0.590044,0.607608,0.448178,0.274431,0.730314,0.256736,0.966921,0.833776,0.539,0.086333,0.228455,Medium
0.467538,0.568569,0.465182,0.288707,0.599387,0.288018,0.847328,0.704414,0.613,0.102592,0.313348,Medium
0.465851,0.484484,0.552632,0.340744,0.593387,0.305373,0.902036,0.720194,0.564,0.089744,0.467127,Medium
0.534523,0.684685,0.478947,0.242768,0.687559,0.247364,0.979644,0.683317,0.594,0.03983,0.219886,Medium
0.346333,0.324324,0.386775,0.33172,0.47412,0.255736,0.856234,0.662357,0.623,0.098193,0.454025,Medium
0.481032,0.624625,0.496761,0.285589,0.652339,0.284652,0.896947,0.703194,0.671,0.063459,0.346933,Medium
0.343484,0.590591,0.492038,0.427786,0.607538,0.363204,0.744275,0.76991,0.808,0.148201,0.467319,Medium
0.513083,0.56957,0.432119,0.306529,0.652683,0.273027,0.829517,0.734291,0.617,0.091498,0.450342,Medium
0.440492,0.634635,0.508772,0.312979,0.634807,0.318824,0.842239,0.719343,0.705,0.102943,0.377301,Medium
0.43038,0.477477,0.483941,0.412245,0.594903,0.333455,0.788804,0.734056,0.728,0.145138,0.473513,Medium
0.556013,0.595596,0.421457,0.272542,0.726686,0.250051,0.983461,0.738627,0.694,0.06333,0.237643,Medium
0.40815,0.572573,0.481242,0.364355,0.625176,0.317064,0.907125,0.748207,0.727,0.117363,0.488195,Medium
0.367189,0.394394,0.47004,0.357668,0.580102,0.303876,0.835878,0.760918,0.691,0.122652,0.512941,Medium
0.503756,0.547548,0.516194,0.233645,0.580948,0.284212,0.94402,0.66123,0.643,0.046827,0.233975,Medium
0.374607,0.499499,0.548448,0.348995,0.55486,0.362782,0.862595,0.716855,0.757,0.140541,0.311477,Medium
0.390782,0.396396,0.506343,0.328314,0.420846,0.339734,0.888041,0.632407,0.68,0.131717,0.504152,Medium
0.397708,0.469469,0.452901,0.284829,0.5622,0.289034,0.92112,0.695108,0.666,0.07702,0.472251,Medium
0.521482,0.740741,0.426856,0.440353,0.87972,0.27009,0.885496,0.885244,0.732,0.112819,0.46676,Medium
0.400603,0.598599,0.534008,0.397113,0.652698,0.335238,0.790076,0.714502,0.792,0.108624,0.556129,Medium
0.554945,0.685686,0.366397,0.333355,0.766914,0.239706,0.821883,0.82049,0.568,0.096831,0.415197,Medium
0.499606,0.664665,0.51525,0.285776,0.696051,0.291701,0.913486,0.751445,0.694,0.068836,0.266803,Medium
0.24862,0.449449,0.454926,0.348654,0.500382,0.294232,0.8257,0.653889,0.681,0.114809,0.507928,Medium
0.387411,0.593594,0.523752,0.249989,0.62115,0.257039,0.927481,0.65726,0.55,0.041835,0.416712,Medium
0.472135,0.375375,0.48502,0.340494,0.551733,0.302656,0.875318,0.680634,0.702,0.093738,0.506946,Medium
0.501482,0.63964,0.34413,0.433318,0.788356,0.271979,0.851145,0.87763,0.795,0.126336,0.510511,Medium
0.664765,0.597598,0.460864,0.380877,0.680391,0.332352,0.699746,0.767581,0.685,0.140774,0.309739,Medium
0.524316,0.64965,0.48502,0.402206,0.74265,0.311076,0.768448,0.780978,0.759,0.122828,0.476785,Medium
0.429671,0.617618,0.491228,0.353314,0.652656,0.314738,0.838422,0.718333,0.706,0.122491,0.44448,Medium
0.481256,0.428428,0.445074,0.32979,0.541297,0.299681,0.888041,0.709376,0.629,0.109349,0.463298,Medium
0.413162,0.685686,0.44197,0.400554,0.781222,0.266275,0.806616,0.845837,0.659,0.106426,0.512646,Medium
0.401872,0.422422,0.385425,0.243898,0.487311,0.217535,0.806616,0.644751,0.562,0.035531,0.344785,Medium
0.53188,0.696697,0.326991,0.344848,0.833871,0.225073,0.900763,0.855446,0.61,0.103243,0.504017,Medium
0.38381,0.5996,0.534953,0.361189,0.627613,0.323347,0.739186,0.740782,0.663,0.116373,0.386607,Medium
0.449555,0.542543,0.569636,0.283215,0.524823,0.353567,0.801527,0.663385,0.732,0.107937,0.171788,Medium
0.419523,0.359359,0.462078,0.317438,0.483584,0.296231,0.839695,0.680878,0.627,0.110458,0.455682,Medium
0.463145,0.469469,0.554251,0.257967,0.536176,0.334042,0.916031,0.69609,0.635,0.112762,0.267271,Medium
0.617473,0.63964,0.492038,0.396561,0.741426,0.32664,0.821883,0.858252,0.685,0.125389,0.469123,Medium
0.456238,0.57958,0.530094,0.40304,0.676497,0.356571,0.767176,0.749642,0.825,0.118489,0.565584,Medium
0.550738,0.656657,0.44278,0.351787,0.73086,0.295831,0.908397,0.787214,0.665,0.11571,0.391674,Medium
0.405751,0.486486,0.421053,0.287953,0.607438,0.267538,0.936387,0.684368,0.613,0.090746,0.535064,Medium
0.478308,0.611612,0.553576,0.343301,0.598303,0.334426,0.653944,0.744471,0.68,0.090077,0.47442,Medium
0.447549,0.516517,0.519838,0.360922,0.629044,0.308269,0.860051,0.726793,0.712,0.099115,0.503799,Medium
0.469116,0.472472,0.468961,0.322183,0.439955,0.350857,0.875318,0.753631,0.666,0.116786,0.49589,Medium
0.485343,0.576577,0.506208,0.247549,0.587179,0.324036,0.923664,0.702401,0.663,0.119574,0.178222,Medium
0.592398,0.532533,0.467476,0.274314,0.623831,0.293066,0.903308,0.698646,0.647,0.096074,0.298085,Medium
0.507501,0.667668,0.420783,0.44633,0.788847,0.292705,0.941476,0.85686,0.745,0.130668,0.467211,Medium
0.437727,0.45045,0.433063,0.368284,0.52131,0.348149,0.811705,0.673565,0.772,0.146108,0.469528,Medium
0.510497,0.521522,0.48637,0.257513,0.597363,0.283698,0.902036,0.687485,0.563,0.082074,0.407947,Medium
0.520181,0.461461,0.547368,0.333511,0.396937,0.391878,0.76972,0.660836,0.712,0.135536,0.506186,Medium
0.386884,0.558559,0.548583,0.407855,0.653472,0.366392,0.83715,0.763469,0.758,0.140217,0.543791,Medium
0.406334,0.483483,0.462753,0.377084,0.599103,0.336373,0.902036,0.722337,0.712,0.158424,0.472325,Medium
0.344081,0.660661,0.513495,0.497746,0.679665,0.329863,0.681934,0.837693,0.829,0.133831,0.425264,Medium
0.397794,0.538539,0.394467,0.313877,0.67316,0.192157,0.85369,0.765202,0.407,0.071338,0.557078,Medium
0.571609,0.533534,0.563563,0.377618,0.592565,0.366507,0.848601,0.705714,0.723,0.125084,0.435913,Medium
0.418242,0.449449,0.419298,0.37725,0.610449,0.288658,0.849873,0.751194,0.744,0.119432,0.51045,Medium
0.465563,0.476476,0.563968,0.356178,0.425083,0.395694,0.722646,0.686573,0.767,0.120161,0.610474,Medium
0.466393,0.554555,0.563293,0.283932,0.574532,0.327739,0.963104,0.706015,0.605,0.107687,0.332094,Medium
0.456757,0.557558,0.443185,0.277318,0.645471,0.254414,0.908397,0.68898,0.603,0.062432,0.454573,Medium
0.46103,0.510511,0.453441,0.254947,0.528798,0.292307,0.93257,0.652063,0.589,0.085174,0.525929,Medium
0.421835,0.568569,0.481916,0.292214,0.581492,0.299581,0.927481,0.726179,0.679,0.080532,0.34732,Medium
0.554856,0.51952,0.342915,0.272437,0.659511,0.239818,0.994911,0.711149,0.553,0.094808,0.51444,Medium
0.438873,0.575576,0.369231,0.290851,0.637968,0.261596,0.884224,0.723043,0.65,0.094227,0.464815,Medium
0.475509,0.502503,0.515789,0.246963,0.622657,0.266998,0.927481,0.670141,0.649,0.029242,0.384003,Medium
0.379452,0.438438,0.49946,0.289491,0.541533,0.287446,0.830789,0.676416,0.586,0.062003,0.67933,Medium
0.500762,0.522523,0.495951,0.349227,0.618232,0.28906,0.867684,0.688954,0.603,0.107551,0.455682,Medium
0.484742,0.537538,0.462888,0.37205,0.647338,0.315905,0.85369,0.811099,0.706,0.123244,0.410301,Medium
0.418269,0.503504,0.575034,0.258109,0.454997,0.365298,0.952926,0.706728,0.689,0.096825,0.311181,Medium
0.61544,0.606607,0.316329,0.29723,0.744361,0.2351,0.86514,0.771897,0.573,0.102947,0.612985,Medium
0.419225,0.578579,0.526451,0.311279,0.528346,0.360884,0.78626,0.714881,0.706,0.130813,0.345696,Medium
0.438714,0.507508,0.404993,0.272438,0.574631,0.282094,0.963104,0.70161,0.647,0.115918,0.287376,Medium
0.594737,0.618619,0.549393,0.307771,0.692145,0.312799,0.830789,0.757955,0.671,0.10009,0.239861,Medium
0.593293,0.548549,0.505128,0.306329,0.642872,0.314023,0.798982,0.730791,0.668,0.102307,0.314792,Medium
0.453118,0.496496,0.456005,0.288519,0.580868,0.298945,0.927481,0.673183,0.691,0.087926,0.511561,Medium
0.526272,0.634635,0.388529,0.315899,0.694574,0.271367,0.849873,0.745682,0.675,0.105833,0.46298,Medium
0.546927,0.72973,0.593522,0.509233,0.80537,0.40209,0.679389,0.897906,0.888,0.136434,0.46676,Medium
0.454208,0.615616,0.406748,0.326752,0.691156,0.258603,0.830789,0.750425,0.612,0.096889,0.498432,Medium
0.620834,0.607608,0.545884,0.272757,0.673673,0.287751,0.795165,0.757711,0.477,0.095046,0.320634,Medium
0.4509,0.651652,0.497706,0.357237,0.765104,0.273539,0.924936,0.819426,0.587,0.100788,0.465066,Medium
0.455389,0.574575,0.549798,0.346174,0.675909,0.326523,0.886768,0.758228,0.679,0.102395,0.446912,Medium
0.829251,0.76977,0.307692,0.334256,1,0.167269,0.931298,0.893936,0.483,0.072605,0.510511,Medium
0.515937,0.652653,0.547503,0.396195,0.772267,0.326593,0.881679,0.815347,0.751,0.101671,0.436155,Medium
0.643356,0.650651,0.489474,0.30092,0.746231,0.272302,0.788804,0.814874,0.569,0.090895,0.289485,Medium
0.561482,0.601602,0.555196,0.330351,0.649343,0.324174,0.74173,0.755622,0.685,0.100737,0.336846,Medium
0.509731,0.544545,0.433333,0.225747,0.643722,0.222366,0.945293,0.679866,0.523,0.047277,0.341993,Medium
0.393751,0.603604,0.517004,0.408374,0.623322,0.328141,0.683206,0.720816,0.76,0.115463,0.616528,Medium
0.468588,0.548549,0.426451,0.284655,0.614359,0.264832,0.900763,0.665463,0.614,0.069246,0.577125,Medium
0.475325,0.728729,0.51498,0.406086,0.776157,0.330663,0.792621,0.850623,0.745,0.110213,0.513437,Medium
0.487029,0.597598,0.594332,0.449187,0.657007,0.392727,0.661578,0.783837,0.851,0.118848,0.51671,Medium
0.436815,0.47047,0.461404,0.259548,0.517622,0.314972,0.970738,0.643151,0.645,0.103596,0.480066,Medium
0.583189,0.520521,0.38475,0.268131,0.605106,0.2721,0.902036,0.671521,0.636,0.103505,0.329502,Medium
0.481882,0.562563,0.402024,0.290186,0.649793,0.266068,0.905852,0.723829,0.657,0.083541,0.46891,Medium
0.572666,0.597598,0.465452,0.355559,0.707644,0.308161,0.863868,0.732457,0.674,0.12033,0.557484,Medium
0.562207,0.655656,0.532659,0.374477,0.754217,0.285483,0.823155,0.763574,0.609,0.08975,0.471468,Medium
0.597897,0.663664,0.481646,0.365507,0.748889,0.28594,0.923664,0.763459,0.648,0.092497,0.468771,Medium
0.518829,0.646647,0.525101,0.342962,0.721172,0.307527,0.744275,0.793755,0.667,0.112769,0.388024,Medium
0.395486,0.405405,0.525776,0.399466,0.52906,0.357629,0.744275,0.713381,0.826,0.139159,0.505439,Medium
0.376564,0.527528,0.606748,0.396837,0.539029,0.384227,0.707379,0.725129,0.772,0.141552,0.458285,Medium
0.175932,0.206206,0.4722,0.299297,0.314873,0.296224,0.940204,0.630062,0.633,0.088756,0.445076,Medium
0.38717,0.587588,0.459244,0.347859,0.555057,0.342417,0.811705,0.688125,0.744,0.132311,0.556736,Medium
0.351181,0.562563,0.594872,0.411099,0.53449,0.394776,0.754453,0.66807,0.851,0.122067,0.512474,Medium
0.535785,0.636637,0.490148,0.282013,0.671303,0.306881,0.910941,0.748353,0.656,0.111334,0.218693,Medium
0.499654,0.547548,0.474629,0.268913,0.613005,0.290795,0.879135,0.673102,0.599,0.101447,0.439142,Medium
0.487874,0.528529,0.432524,0.278906,0.604212,0.282345,0.919847,0.687286,0.655,0.091731,0.440663,Medium
0.346746,0.522523,0.474224,0.293629,0.512678,0.310433,0.835878,0.630636,0.695,0.096499,0.487258,Medium
0.620615,0.602603,0.549663,0.345793,0.690051,0.31711,0.8257,0.764625,0.594,0.107959,0.396443,Medium
0.502806,0.624625,0.358974,0.271481,0.682642,0.230175,0.898219,0.68961,0.52,0.068446,0.661918,Medium
0.506139,0.618619,0.560594,0.293232,0.674731,0.336196,0.914758,0.77142,0.737,0.098243,0.202855,Medium
0.583256,0.60961,0.582186,0.373778,0.688042,0.342822,0.787532,0.73076,0.656,0.125285,0.430025,Medium
0.528295,0.70971,0.390148,0.379831,0.787222,0.262629,0.924936,0.830641,0.7,0.113443,0.464126,Medium
0.5093,0.598599,0.544669,0.372239,0.681956,0.347246,0.773537,0.782266,0.716,0.138227,0.426745,Medium
0.504018,0.534535,0.521862,0.362823,0.590864,0.368638,0.838422,0.733935,0.71,0.156141,0.367802,Medium
0.524543,0.497497,0.420513,0.274924,0.649362,0.278124,0.950382,0.704526,0.672,0.095,0.446115,Medium
0.453577,0.572573,0.519568,0.305069,0.628437,0.275386,0.912214,0.737471,0.658,0.056771,0.292059,Medium
0.409034,0.554555,0.493927,0.368653,0.654383,0.317203,0.800254,0.792842,0.677,0.133225,0.431366,Medium
0.513795,0.724725,0.559784,0.422685,0.808411,0.329283,0.734097,0.878398,0.729,0.122586,0.502998,Medium
0.619082,0.61962,0.454116,0.288609,0.723466,0.289023,0.907125,0.814403,0.65,0.102106,0.242857,Medium
0.474905,0.675676,0.441565,0.409182,0.794915,0.282715,0.839695,0.857358,0.702,0.118081,0.512565,Medium
0.445917,0.481481,0.534413,0.345536,0.594845,0.344241,0.919847,0.698763,0.686,0.132472,0.505268,Medium
0.456822,0.548549,0.305398,0.256529,0.623733,0.250165,0.975827,0.669321,0.639,0.116569,0.429827,Medium
0.210283,0.469469,0.381916,0.434262,0.243363,0.450435,0.5,0.725609,0.788,0.302018,0.473513,Medium
0.51778,0.543544,0.325641,0.30392,0.692629,0.234258,0.872774,0.78721,0.6,0.096055,0.506466,Medium
0.405695,0.693694,0.411066,0.395039,0.779241,0.28312,0.851145,0.847702,0.751,0.117761,0.510049,Medium
0.369733,0.583584,0.533333,0.412208,0.655571,0.339703,0.866412,0.749521,0.792,0.129103,0.513472,Medium
0.417895,0.50951,0.531174,0.262996,0.539513,0.316287,0.905852,0.666892,0.549,0.134734,0.283652,Medium
0.641769,0.635636,0.457355,0.26239,0.724752,0.28323,0.952926,0.778298,0.698,0.086954,0.09349,Medium
0.499119,0.550551,0.495951,0.284683,0.635392,0.276814,0.866412,0.717366,0.624,0.06179,0.453313,Medium
0.312789,0.595596,0.453171,0.375714,0.602294,0.319007,0.946565,0.706568,0.768,0.11369,0.490596,Medium
0.412052,0.617618,0.492578,0.339298,0.68214,0.293204,0.889313,0.799608,0.646,0.095773,0.4665,Medium
0.445187,0.571572,0.456815,0.265817,0.626621,0.283164,0.922392,0.684458,0.632,0.092584,0.477155,Medium
0.331104,0.540541,0.369771,0.379532,0.580508,0.269138,0.732824,0.708914,0.705,0.117416,0.493295,Medium
0.391118,0.610611,0.505938,0.353212,0.684678,0.308864,0.868957,0.756256,0.741,0.092314,0.455318,Medium
0.589266,0.677678,0.343185,0.382139,0.893446,0.200068,0.861323,0.90813,0.624,0.077651,0.489382,Medium
0.492081,0.485485,0.535088,0.374809,0.563603,0.377453,0.759542,0.751927,0.751,0.165278,0.37213,Medium
0.484656,0.502503,0.483671,0.249931,0.599844,0.267747,0.851145,0.666644,0.606,0.055681,0.432362,Medium
0.434373,0.684685,0.540621,0.405308,0.733476,0.342306,0.628499,0.81796,0.801,0.105346,0.518746,Medium
0.513294,0.60961,0.528475,0.378298,0.624152,0.356376,0.89313,0.679734,0.756,0.136431,0.512474,Medium
0.538338,0.622623,0.377733,0.272704,0.711227,0.253145,0.963104,0.793169,0.571,0.124652,0.252293,Medium
0.569747,0.568569,0.582321,0.235906,0.630973,0.305618,0.918575,0.66732,0.56,0.077986,0.277211,Medium
0.577307,0.641642,0.2417,0.400158,0.783309,0.206111,0.802799,0.826183,0.665,0.103989,0.509609,Medium
0.525369,0.64965,0.529825,0.265792,0.661725,0.304227,0.910941,0.720106,0.582,0.095669,0.343981,Medium
0.454135,0.518519,0.492578,0.370695,0.621959,0.319039,0.880407,0.761833,0.671,0.120974,0.464126,Medium
0.504879,0.487487,0.421862,0.24614,0.571613,0.261915,0.947837,0.654192,0.606,0.073887,0.377724,Medium
0.527807,0.645646,0.446694,0.374482,0.732279,0.253878,0.851145,0.778537,0.627,0.079619,0.509574,Medium
0.537482,0.534535,0.559514,0.322151,0.591659,0.325587,0.760814,0.742643,0.559,0.129882,0.363984,Medium
0.461058,0.47047,0.491363,0.249049,0.63393,0.25491,0.989822,0.719577,0.593,0.040436,0.485679,Medium
0.402895,0.657658,0.535762,0.372617,0.659865,0.301487,0.716285,0.786672,0.646,0.100367,0.440984,Medium
0.492473,0.604605,0.456545,0.333429,0.663429,0.322474,0.927481,0.752105,0.709,0.132075,0.389519,Medium
0.610238,0.567568,0.507018,0.266603,0.670932,0.303774,0.909669,0.727355,0.633,0.102403,0.258147,Medium
0.52128,0.524525,0.52726,0.264473,0.613536,0.329356,0.941476,0.697028,0.71,0.111231,0.232144,Medium
