@relation 'HOI_cleanedUp-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,1-weka.filters.unsupervised.attribute.Remove-V-R1,4,8,13,15,17-19'

@attribute Rural~Urban numeric
@attribute Affordability numeric
@attribute 'Food Accessibility' numeric
@attribute 'Material Deprivation' numeric
@attribute 'Community Environment Profile' numeric
@attribute 'Economic Opportunity Profile' numeric
@attribute 'Wellness Disparity Profile' numeric
@attribute 'Health Opportunity Index' {Bad,Medium,Good}

@data
1,0.429429,0.914281,0.356764,0.430355,0.332374,0.357447,Bad
1,0.458458,0.78968,0.419071,0.292765,0.243102,0.325793,Bad
1,0.638639,0.933302,0.28858,0.521876,0.344683,0.294237,Bad
1,0.63964,0.933302,0.398596,0.560467,0.194176,0.545564,Bad
0,0.427427,0.942139,0.349588,0.306063,0.250055,0.216745,Bad
1,0.554555,0.941157,0.351844,0.435965,0.286697,0.338251,Bad
1,0.481481,0.983446,0.28839,0.377905,0.282155,0.295037,Bad
1,0.514515,0.933302,0.347064,0.513655,0.270771,0.565869,Bad
1,0.188188,0.990186,0.131054,0.381897,0.291767,0.481875,Bad
1,0.415415,0.942139,0.257717,0.36886,0.275876,0.34174,Bad
1,0.576577,0.933302,0.325624,0.506332,0.339612,0.32063,Bad
1,0.36036,0.942139,0.469844,0.288182,0.273108,0.213987,Bad
0,0.544545,0.958722,0.462145,0.287905,0.225185,0.113699,Bad
1,0.633634,0.933302,0.308398,0.423829,0.252365,0.388199,Bad
1,0.670671,0.933302,0.479714,0.555858,0.322498,0.290437,Bad
1,0.398398,0.98039,0.418217,0.299192,0.230078,0.28999,Bad
0,0.375375,0.999553,0.433971,0.280047,0.220167,0.254042,Bad
0,0.427427,0.942139,0.451297,0.271909,0.203552,0.240387,Bad
1,0.494494,0.985531,0.340487,0.27665,0.195526,0.316736,Bad
1,0.365365,0.933302,0.260686,0.434055,0.323495,0.368923,Bad
1,0.504505,0.933302,0.405325,0.495907,0.370493,0.315841,Bad
0,0.39039,0.942139,0.427194,0.26428,0.234055,0.205942,Bad
1,0.42042,0.664896,0.291962,0.414412,0.339397,0.44646,Bad
1,0.623624,0.933302,0.45375,0.534805,0.295351,0.431162,Bad
0,0.456456,0.905829,0.495799,0.240766,0.227333,0.153003,Bad
1,0.478478,0.933302,0.278016,0.485781,0.372616,0.339345,Bad
0,0.715716,0.939473,0.154245,0.338012,0.194535,0.47123,Bad
1,0.423423,0.890923,0.40717,0.331674,0.282841,0.237777,Bad
1,0.514515,0.996341,0.497108,0.380919,0.202148,0.337517,Bad
1,0.213213,0.324608,0.258873,0.30685,0.323177,0.648109,Bad
1,0.496496,0.933302,0.293606,0.462761,0.289082,0.466983,Bad
0,0.402402,0.942139,0.345648,0.274672,0.261892,0.189541,Bad
0,0.404404,0.820224,0.407875,0.28126,0.27745,0.176352,Bad
1,0.482482,0.942139,0.443754,0.29595,0.248431,0.207155,Bad
1,0.273273,0.999175,0.259608,0.435143,0.290907,0.504788,Bad
0,0.566567,0.942139,0.420091,0.265985,0.221244,0.257974,Bad
1,0.279279,0.933302,0.171866,0.393189,0.260108,0.624432,Bad
1,0.407407,0.759394,0.383641,0.41822,0.267685,0.479296,Bad
0,0.469469,0.885891,0.296209,0.344538,0.298589,0.261796,Bad
1,0.506507,0.988691,0.385111,0.397439,0.234826,0.370208,Bad
0,0.383383,0.540703,0.463789,0.273879,0.325001,0.203333,Bad
1,0.36036,0.823048,0.43027,0.274173,0.242018,0.267336,Bad
1,0.561562,0.933302,0.262381,0.478755,0.323915,0.403074,Bad
0,0.45045,0.927204,0.48654,0.272638,0.219912,0.164297,Bad
1,0.526527,0.819403,0.351466,0.426854,0.273857,0.434176,Bad
1,0.566567,0.942139,0.49084,0.311797,0.23908,0.142992,Bad
0,0.452452,0.942139,0.321428,0.283274,0.220298,0.405324,Bad
1,0.543544,0.866306,0.388482,0.334203,0.19723,0.466028,Bad
1,0.397397,0.99611,0.371999,0.425131,0.280597,0.481483,Bad
1,0.552553,0.933302,0.34384,0.50497,0.325862,0.39595,Bad
1,0.48048,0.710097,0.361637,0.342399,0.33711,0.265179,Bad
1,0.698699,0.933302,0.403112,0.49966,0.334271,0.352078,Bad
1,0.704705,0.933302,0.562805,0.538672,0.311415,0.410854,Bad
1,0.42042,0.675557,0.326253,0.378962,0.29921,0.516455,Bad
1,0.421421,0.557949,0.382208,0.307428,0.326617,0.291687,Bad
0,0.492492,0.660164,0.508845,0.222317,0.260263,0.159172,Bad
1,0.433433,0.979008,0.385965,0.239959,0.197669,0.368893,Bad
1,0.463463,0.973338,0.292266,0.420204,0.307797,0.315864,Bad
1,0.392392,0.933302,0.308506,0.44314,0.349421,0.328452,Bad
1,0.513514,0.933302,0.288618,0.45489,0.357499,0.356949,Bad
1,0.485485,0.795069,0.539517,0.302322,0.239205,0.216774,Bad
1,0.406406,0.900614,0.462938,0.398887,0.311661,0.239529,Bad
1,0.48048,0.961922,0.35977,0.393369,0.25306,0.394146,Bad
1,0.65966,0.933302,0.326634,0.465413,0.290009,0.308435,Bad
1,0.5996,0.933302,0.355951,0.466777,0.340514,0.348845,Bad
1,0.451451,0.983001,0.252636,0.404444,0.299995,0.416412,Bad
1,0.570571,0.791813,0.325935,0.372483,0.278656,0.331356,Bad
1,0.51952,0.933302,0.241777,0.377244,0.333524,0.411902,Bad
1,0.49049,0.942139,0.429541,0.283682,0.221515,0.265505,Bad
1,0.591592,0.990623,0.435536,0.370678,0.176402,0.476464,Bad
1,0.471471,0.90482,0.368423,0.379375,0.303343,0.288716,Bad
1,0.315315,0.946736,0.158509,0.404766,0.315124,0.43983,Bad
1,0.379379,0.933302,0.329451,0.402751,0.315536,0.349206,Bad
1,0.424424,0.999389,0.478415,0.333739,0.201807,0.299865,Bad
1,0.442442,0.933302,0.313113,0.452278,0.360089,0.367032,Bad
0,0.614615,0.942139,0.37369,0.303113,0.21393,0.200466,Bad
1,0.449449,0.999949,0.338372,0.281382,0.217989,0.288728,Bad
1,0.586587,0.832194,0.516919,0.246672,0.239811,0.201357,Bad
1,0.525526,0.998943,0.339243,0.393167,0.285434,0.35412,Bad
0,0.38038,0.789249,0.466019,0.271106,0.273017,0.212769,Bad
1,0.224224,0.933302,0.264913,0.401438,0.254383,0.660017,Bad
0,0.428428,0.999057,0.432347,0.268801,0.208637,0.272942,Bad
1,0.524525,0.897653,0.5473,0.284308,0.262369,0.043972,Bad
0,0.483483,0.942139,0.513505,0.213413,0.170246,0.29794,Bad
1,0.524525,0.971221,0.398779,0.421542,0.190256,0.534652,Bad
1,0.42042,0.995693,0.290315,0.452227,0.318365,0.45217,Bad
1,0.711712,0.933302,0.411534,0.569327,0.29841,0.433091,Bad
1,0.492492,0.969899,0.375171,0.515492,0.366171,0.494551,Bad
1,0.462462,0.793548,0.325804,0.429407,0.352359,0.384938,Bad
1,0.405405,0.942139,0.417171,0.271657,0.238513,0.236479,Bad
0,0.489489,0.848768,0.407993,0.286762,0.239323,0.263766,Bad
1,0.481481,0.996004,0.360135,0.411844,0.295911,0.34796,Bad
0,0.496496,0.942139,0.412537,0.297015,0.183457,0.449529,Bad
1,0.499499,0.936436,0.318043,0.375853,0.301642,0.28557,Bad
1,0.421421,0.980163,0.319361,0.390294,0.274377,0.42771,Bad
1,0.49049,0.844296,0.354309,0.379846,0.249777,0.435312,Bad
1,0.506507,0.933302,0.412463,0.480307,0.355044,0.436726,Bad
1,0.46046,0.999387,0.41665,0.39747,0.290422,0.285416,Bad
1,0.542543,0.933302,0.435742,0.397061,0.28833,0.286064,Bad
1,0.261261,0.933302,0.163558,0.34722,0.285987,0.467656,Bad
1,0.718719,0.933302,0.375274,0.500722,0.291397,0.326092,Medium
1,0.497497,0.933302,0.294412,0.346538,0.260986,0.332473,Medium
1,0.610611,0.933302,0.319234,0.41319,0.274144,0.400742,Medium
1,0.415415,0.933302,0.359645,0.415604,0.328074,0.315634,Medium
1,0.5996,0.933302,0.427484,0.449907,0.270808,0.436174,Medium
1,0.512513,0.942139,0.36418,0.319915,0.259982,0.256665,Medium
1,0.477477,0.850291,0.297569,0.40558,0.305344,0.407667,Medium
1,0.654655,0.933302,0.456059,0.557285,0.281061,0.484194,Medium
1,0.520521,0.933302,0.342453,0.468017,0.320926,0.374396,Medium
1,0.444444,0.83705,0.362025,0.317196,0.268043,0.37919,Medium
1,0.273273,0.933302,0.172819,0.433979,0.293432,0.69937,Medium
1,0.56957,0.933302,0.323972,0.434078,0.365475,0.259032,Medium
1,0.558559,0.942139,0.565343,0.336359,0.223426,0.207479,Medium
1,0.472472,0.998537,0.356359,0.308804,0.238765,0.316682,Medium
0,0.526527,0.942139,0.516062,0.271668,0.200148,0.239055,Medium
1,0.674675,0.933302,0.382296,0.487742,0.319703,0.326344,Medium
0,0.505506,0.942139,0.292771,0.302841,0.222238,0.437237,Medium
1,0.479479,0.96576,0.375934,0.28651,0.247531,0.224859,Medium
1,0.503504,0.775172,0.345042,0.439602,0.318824,0.419547,Medium
1,0.485485,0.975254,0.349264,0.427789,0.317395,0.371729,Medium
1,0.705706,0.933302,0.622515,0.538422,0.265612,0.328757,Medium
1,0.267267,0.760842,0.213427,0.36558,0.346567,0.448419,Medium
1,0.278278,0.933302,0.235556,0.405191,0.334651,0.421352,Medium
1,0.595596,0.860978,0.438444,0.305293,0.240725,0.271893,Medium
1,0.563564,0.940148,0.480989,0.359515,0.200577,0.370973,Medium
0,0.265265,0.942139,0.513523,0.249655,0.22329,0.295153,Medium
1,0.605606,0.933302,0.281289,0.4757,0.369927,0.30114,Medium
1,0.535536,0.987542,0.317056,0.431138,0.334636,0.311994,Medium
1,0.513514,0.942139,0.502502,0.313837,0.21873,0.301891,Medium
1,0.347347,0.931453,0.257837,0.40293,0.311071,0.436637,Medium
1,0.472472,0.964922,0.381059,0.284063,0.259192,0.19395,Medium
1,0.54955,0.995017,0.416242,0.360872,0.232794,0.339301,Medium
0,0.451451,0.942139,0.418953,0.295214,0.173884,0.465617,Medium
0,0.523524,0.845108,0.41479,0.31141,0.213794,0.457971,Medium
1,0.557558,0.979332,0.483103,0.484265,0.235666,0.479036,Medium
1,0.682683,0.933302,0.380821,0.523283,0.303734,0.324424,Medium
0,0.502503,0.942139,0.357022,0.299422,0.191611,0.396199,Medium
1,0.429429,0.933302,0.327509,0.389566,0.296861,0.422905,Medium
1,0.436436,0.928726,0.297063,0.408365,0.311344,0.440519,Medium
1,0.613614,0.942139,0.53404,0.286137,0.223779,0.174518,Medium
1,0.504505,0.842763,0.393184,0.442415,0.370054,0.312644,Medium
1,0.587588,0.933302,0.45732,0.472579,0.254508,0.403148,Medium
1,0.47047,0.933302,0.300379,0.417509,0.299811,0.427845,Medium
0,0.459459,0.988567,0.501841,0.306837,0.243202,0.209836,Medium
1,0.402402,0.933302,0.311491,0.41913,0.335049,0.439402,Medium
1,0.541542,0.942139,0.455023,0.25043,0.216827,0.174369,Medium
1,0.661662,0.933302,0.299087,0.522645,0.340153,0.401749,Medium
1,0.452452,0.933302,0.358811,0.413353,0.327882,0.343342,Medium
0,0.488488,0.942654,0.361899,0.306246,0.18303,0.464993,Medium
1,0.527528,0.933302,0.276768,0.499984,0.29287,0.484363,Medium
1,0.666667,0.933302,0.345229,0.413155,0.287937,0.325129,Medium
1,0.750751,0.933302,0.376026,0.544482,0.37483,0.366995,Medium
1,0.564565,0.942139,0.383181,0.303838,0.265827,0.168936,Medium
0,0.438438,0.942139,0.33555,0.291757,0.252425,0.357467,Medium
0,0.500501,0.942139,0.388307,0.305825,0.252327,0.268443,Medium
1,0.39039,0.989949,0.424527,0.42395,0.32406,0.362841,Medium
1,0.581582,0.999894,0.271692,0.477853,0.359363,0.457187,Medium
1,0.455455,0.942139,0.404921,0.259562,0.200253,0.317708,Medium
1,0.647648,0.933302,0.418701,0.519454,0.338721,0.283473,Medium
1,0.343343,0.933302,0.269896,0.397831,0.321825,0.414834,Medium
1,0.543544,0.933302,0.32489,0.398594,0.278609,0.360597,Medium
1,0.684685,0.933302,0.288396,0.506549,0.335854,0.398909,Medium
1,0.463463,0.933302,0.340496,0.38443,0.30878,0.257386,Medium
1,0.486486,0.942139,0.453339,0.314948,0.243033,0.308856,Medium
1,0.654655,0.97024,0.433465,0.410478,0.248776,0.269216,Medium
1,0.541542,0.933302,0.334933,0.409477,0.350331,0.259668,Medium
1,0.455455,0.942139,0.378888,0.278698,0.206202,0.425325,Medium
1,0.576577,0.926682,0.395475,0.268372,0.221512,0.284871,Medium
1,0.466466,0.965914,0.429433,0.287397,0.229652,0.285246,Medium
1,0.543544,0.998168,0.29716,0.378326,0.250892,0.364183,Medium
1,0.467467,0.967785,0.506975,0.447416,0.300032,0.346337,Medium
1,0.515516,0.857553,0.460895,0.263806,0.257423,0.22149,Medium
1,0.534535,0.72627,0.317328,0.431093,0.249433,0.602588,Medium
1,0.507508,0.909673,0.349269,0.392093,0.331951,0.278347,Medium
1,0.504505,0.942139,0.419904,0.306411,0.242716,0.363083,Medium
1,0.697698,0.942373,0.37817,0.449362,0.234413,0.380188,Medium
0,0.428428,0.942139,0.353978,0.298224,0.281889,0.204639,Medium
1,0.382382,0.970652,0.255531,0.389254,0.301225,0.419545,Medium
1,0.541542,0.962146,0.394592,0.43245,0.311531,0.358807,Medium
1,0.399399,0.893185,0.386371,0.407604,0.328383,0.381718,Medium
1,0.48048,0.788357,0.50229,0.23397,0.207423,0.38601,Medium
0,0.513514,0.942139,0.338392,0.251734,0.205166,0.381582,Medium
1,0.4004,0.967715,0.349833,0.387862,0.292719,0.38927,Medium
1,0.507508,0.951193,0.437137,0.314034,0.261919,0.202356,Medium
0,0.381381,0.942139,0.410243,0.254516,0.235381,0.296392,Medium
0,0.47047,0.942139,0.367186,0.249521,0.186804,0.429655,Medium
1,0.458458,0.982368,0.374283,0.404945,0.285532,0.419942,Medium
1,0.433433,0.996783,0.26193,0.410301,0.314796,0.424495,Medium
0,0.467467,0.942139,0.488841,0.259258,0.22093,0.291008,Medium
1,0.488488,0.895464,0.320604,0.410306,0.295006,0.399142,Medium
1,0.444444,0.988019,0.234201,0.43535,0.336256,0.467789,Medium
1,0.442442,0.983368,0.390375,0.419638,0.310649,0.40506,Medium
1,0.36036,0.942139,0.355111,0.326627,0.284407,0.369317,Medium
1,0.497497,0.993336,0.445777,0.469121,0.313599,0.448382,Medium
1,0.523524,0.943834,0.435648,0.404487,0.272715,0.428198,Medium
1,0.613614,0.933302,0.412734,0.482845,0.331654,0.426563,Medium
1,0.473473,0.85797,0.462481,0.301178,0.25984,0.249067,Medium
0,0.597598,0.957948,0.541878,0.286844,0.219253,0.218521,Medium
1,0.676677,0.933302,0.40293,0.505859,0.324003,0.284439,Medium
1,0.477477,0.990998,0.525318,0.4631,0.372619,0.344941,Medium
1,0.534535,0.991515,0.358776,0.410388,0.303704,0.376858,Medium
1,0.461461,0.942139,0.451731,0.283064,0.241001,0.258548,Medium
1,0.302302,0.933302,0.318486,0.42809,0.332398,0.559422,Medium
1,0.473473,0.764541,0.485475,0.336916,0.288883,0.296631,Medium
1,0.605606,0.933302,0.360667,0.413769,0.224573,0.434927,Medium
1,0.329329,0.933302,0.28175,0.350215,0.313434,0.406879,Medium
0,0.368368,0.653906,0.404572,0.25751,0.313436,0.272257,Medium
1,0.476476,0.974789,0.256003,0.400697,0.276444,0.439249,Medium
0,0.523524,0.942139,0.446043,0.274882,0.249618,0.190449,Medium
1,0.442442,0.942139,0.432333,0.278935,0.309648,0.069441,Medium
1,0.446446,0.933302,0.291067,0.373628,0.284719,0.373084,Medium
1,0.607608,0.933302,0.255629,0.513413,0.386326,0.405397,Medium
1,0.604605,0.933302,0.353137,0.514598,0.355361,0.277079,Medium
1,0.543544,0.933302,0.403241,0.409794,0.362911,0.238261,Medium
1,0.428428,0.978273,0.230213,0.39543,0.30547,0.479497,Medium
0,0.435435,0.942139,0.387457,0.246256,0.194431,0.419107,Medium
1,0.578579,0.933302,0.256238,0.414181,0.301783,0.454126,Medium
1,0.386386,0.994027,0.351127,0.272896,0.196682,0.450574,Medium
1,0.573574,0.986173,0.426903,0.38566,0.228092,0.457386,Medium
1,0.459459,0.933302,0.328533,0.428988,0.358715,0.365033,Medium
1,0.554555,0.778887,0.3283,0.381072,0.316296,0.397811,Medium
0,0.45045,0.975027,0.438183,0.235065,0.237892,0.194595,Medium
1,0.584585,0.999942,0.467682,0.515668,0.28991,0.431681,Medium
1,0.538539,0.933302,0.368716,0.530564,0.366764,0.4966,Medium
1,0.50951,0.971604,0.39386,0.396936,0.234664,0.526867,Medium
1,0.671672,0.933302,0.333239,0.513323,0.355721,0.489324,Medium
1,0.56957,0.933302,0.409984,0.442656,0.300243,0.354557,Medium
1,0.379379,0.787009,0.59122,0.350584,0.246256,0.529148,Medium
1,0.467467,0.945691,0.342068,0.388396,0.299122,0.344518,Medium
1,0.419419,0.942139,0.396661,0.296422,0.244983,0.361043,Medium
0,0.452452,0.942139,0.517333,0.267367,0.232295,0.330768,Medium
0,0.396396,0.946741,0.359238,0.269657,0.220349,0.418113,Medium
1,0.726727,0.933302,0.483096,0.600796,0.362113,0.462793,Medium
1,0.496496,0.997051,0.3783,0.275762,0.225515,0.351223,Medium
1,0.500501,0.785832,0.405264,0.298093,0.276853,0.401263,Medium
1,0.461461,0.933302,0.459422,0.396376,0.319421,0.361494,Medium
1,0.435435,0.942139,0.412144,0.350222,0.282873,0.402185,Medium
1,0.388388,0.933302,0.330602,0.424806,0.224037,0.703143,Medium
1,0.512513,0.911654,0.456173,0.280938,0.275121,0.158203,Medium
1,0.447447,0.989981,0.440652,0.266992,0.206585,0.429433,Medium
1,0.364364,0.716673,0.385786,0.38036,0.399998,0.425749,Medium
1,0.644645,0.933302,0.425371,0.441738,0.290868,0.359174,Medium
1,0.503504,0.942139,0.37429,0.281726,0.256894,0.275441,Medium
1,0.476476,0.942139,0.309478,0.326766,0.240404,0.452296,Medium
1,0.441441,0.889087,0.323666,0.397779,0.341421,0.379091,Medium
1,0.499499,0.93256,0.468945,0.395913,0.223913,0.485716,Medium
1,0.670671,0.942139,0.620162,0.278076,0.179194,0.235111,Medium
1,0.511512,0.797693,0.418238,0.329926,0.368223,0.149284,Medium
0,0.462462,0.994418,0.408938,0.241209,0.175111,0.42083,Medium
0,0.485485,0.942139,0.42999,0.267263,0.252899,0.224838,Medium
0,0.520521,0.848974,0.481407,0.341192,0.278232,0.318701,Medium
1,0.708709,0.933302,0.561227,0.556683,0.379513,0.299323,Medium
1,0.518519,0.942139,0.399647,0.294838,0.280231,0.194788,Medium
1,0.494494,0.944589,0.395122,0.396394,0.317473,0.353805,Medium
1,0.486486,0.843559,0.438103,0.371827,0.350088,0.233667,Medium
1,0.428428,0.843011,0.265297,0.367865,0.332905,0.415998,Medium
1,0.493493,0.933302,0.383076,0.414534,0.362006,0.315023,Medium
0,0.456456,0.942139,0.442299,0.282423,0.219563,0.387904,Medium
1,0.532533,0.942139,0.431782,0.304444,0.196666,0.445607,Medium
1,0.426426,0.813335,0.343538,0.337055,0.349708,0.311117,Medium
1,0.472472,0.783275,0.448416,0.414689,0.373813,0.350546,Medium
0,0.523524,0.986182,0.403881,0.272288,0.186883,0.426592,Medium
1,0.592593,0.996957,0.3652,0.452604,0.344404,0.327709,Medium
0,0.443443,0.942139,0.430087,0.244881,0.276828,0.191342,Medium
1,0.503504,0.933302,0.353041,0.410441,0.33068,0.358899,Medium
1,0.638639,0.933302,0.44365,0.479222,0.297679,0.48427,Medium
0,0.472472,0.942139,0.428853,0.270341,0.246643,0.294701,Medium
1,0.560561,0.942139,0.457273,0.287359,0.2364,0.308301,Medium
1,0.469469,0.995573,0.416601,0.38337,0.282964,0.371703,Medium
1,0.623624,0.933302,0.400329,0.530771,0.411233,0.360489,Medium
1,0.642643,0.986048,0.540525,0.394115,0.181538,0.45454,Medium
1,0.511512,0.999867,0.432513,0.438565,0.296733,0.39639,Medium
1,0.571572,0.921953,0.337841,0.296616,0.291969,0.168844,Medium
1,0.564565,0.942139,0.500639,0.277653,0.219842,0.259551,Medium
1,0.385385,0.96307,0.375708,0.359428,0.291562,0.373546,Medium
1,0.483483,0.942139,0.428534,0.315847,0.246096,0.368208,Medium
1,0.520521,0.998454,0.395248,0.271711,0.223607,0.410534,Medium
1,0.534535,0.933302,0.446285,0.447534,0.381872,0.285101,Medium
1,0.489489,0.933302,0.371895,0.435275,0.351975,0.383417,Medium
1,0.318318,0.969908,0.350511,0.368196,0.303881,0.442075,Medium
1,0.562563,0.942139,0.534843,0.305043,0.285014,0.113551,Medium
1,0.571572,0.933302,0.260804,0.438299,0.295508,0.452177,Medium
1,0.63964,0.983046,0.679035,0.329365,0.205487,0.220531,Medium
1,0.484484,0.942139,0.512155,0.292566,0.22134,0.370779,Medium
1,0.658659,0.999967,0.386287,0.486012,0.31627,0.345156,Medium
1,0.461461,0.975297,0.399201,0.365249,0.308109,0.328748,Medium
1,0.359359,0.97317,0.3739,0.284219,0.236455,0.442364,Medium
1,0.514515,0.986066,0.515635,0.320974,0.268807,0.193723,Medium
1,0.642643,0.933302,0.446749,0.495326,0.382288,0.301174,Medium
1,0.5996,0.933302,0.382995,0.478338,0.349464,0.39482,Medium
1,0.49049,0.935984,0.492993,0.35999,0.226958,0.506696,Medium
1,0.684685,0.933302,0.44514,0.456998,0.295135,0.301582,Medium
1,0.672673,0.933302,0.446426,0.520492,0.356736,0.382266,Medium
1,0.651652,0.933302,0.570918,0.525901,0.344604,0.38456,Medium
1,0.540541,0.942139,0.436414,0.395314,0.246418,0.467734,Medium
1,0.652653,0.933302,0.395922,0.459141,0.288361,0.375944,Medium
1,0.429429,0.98982,0.32022,0.387072,0.318061,0.346988,Medium
0,0.603604,0.967608,0.472601,0.26218,0.214813,0.212376,Medium
1,0.593594,0.987737,0.287326,0.400937,0.207555,0.584328,Medium
1,0.481481,0.942139,0.41806,0.308361,0.250808,0.336313,Medium
0,0.466466,0.941452,0.406308,0.284551,0.24642,0.358636,Medium
1,0.492492,0.942139,0.408656,0.267969,0.214933,0.413199,Medium
1,0.677678,0.933302,0.432758,0.488084,0.310223,0.335831,Medium
1,0.484484,0.829614,0.301279,0.359718,0.287287,0.455308,Medium
0,0.482482,0.999996,0.408585,0.299752,0.220476,0.389167,Medium
1,0.483483,0.926815,0.393123,0.372287,0.291994,0.416489,Medium
1,0.462462,0.947722,0.267,0.372523,0.286129,0.470094,Medium
1,0.416416,0.933302,0.271288,0.429638,0.375796,0.52886,Medium
1,0.64965,0.933302,0.360184,0.496571,0.320249,0.333997,Medium
1,0.696697,0.933302,0.504579,0.469899,0.235315,0.438655,Medium
1,0.540541,0.891903,0.318714,0.385548,0.259686,0.40593,Medium
1,0.475475,0.933302,0.38926,0.400203,0.339532,0.376059,Medium
1,0.479479,0.933302,0.260345,0.431959,0.272915,0.617215,Medium
1,0.383383,0.969178,0.300618,0.369973,0.295208,0.455667,Medium
1,0.52953,0.933302,0.279555,0.430966,0.313682,0.460515,Medium
1,0.594595,0.908234,0.434047,0.309233,0.275409,0.221417,Medium
1,0.566567,0.933302,0.397901,0.392838,0.311049,0.270841,Medium
0,0.553554,0.997446,0.480113,0.273134,0.149431,0.498034,Medium
1,0.464464,0.757778,0.259459,0.377729,0.337279,0.430868,Medium
0,0.570571,0.942139,0.517295,0.273703,0.25534,0.176429,Medium
1,0.61962,0.933302,0.350689,0.517786,0.357906,0.460153,Medium
0,0.448448,0.942139,0.398838,0.289258,0.243998,0.466801,Medium
1,0.613614,0.891328,0.522296,0.393562,0.254909,0.391224,Medium
0,0.468468,0.942139,0.503425,0.249495,0.20664,0.385365,Medium
1,0.382382,0.984567,0.226213,0.393083,0.328546,0.368655,Medium
1,0.484484,0.942139,0.454184,0.291415,0.28724,0.215735,Medium
0,0.50951,0.942139,0.420325,0.290016,0.233515,0.37249,Medium
1,0.448448,0.915454,0.33634,0.39118,0.313205,0.487256,Medium
1,0.497497,0.933302,0.305237,0.403087,0.352079,0.334423,Medium
1,0.587588,0.99316,0.389527,0.414574,0.322091,0.309322,Medium
1,0.596597,0.942139,0.427343,0.377837,0.234584,0.44843,Medium
1,0.708709,0.970427,0.611149,0.317502,0.182943,0.274307,Medium
1,0.51952,0.933302,0.422053,0.419122,0.329958,0.366354,Medium
1,0.63964,0.933302,0.340266,0.459249,0.366306,0.306996,Medium
1,0.737738,0.991471,0.4211,0.447317,0.20833,0.455993,Medium
1,0.678679,0.933302,0.454623,0.468598,0.271153,0.382209,Medium
1,0.318318,0.693953,0.3914,0.363101,0.328187,0.469461,Medium
0,0.461461,0.942139,0.42619,0.284837,0.245333,0.404966,Medium
1,0.554555,0.860072,0.46096,0.259024,0.207161,0.452834,Medium
1,0.363363,0.933302,0.4556,0.427664,0.27523,0.591759,Medium
1,0.62963,0.95065,0.40485,0.44383,0.282462,0.451233,Medium
1,0.587588,0.933302,0.384294,0.420169,0.348158,0.294194,Medium
1,0.640641,0.993619,0.362282,0.317184,0.189141,0.594423,Medium
1,0.401401,0.933302,0.374787,0.368908,0.31535,0.383706,Medium
0,0.502503,0.699036,0.406984,0.269354,0.336356,0.206761,Medium
1,0.232232,0.9616,0.247287,0.356975,0.283127,0.650153,Medium
0,0.548549,0.992775,0.49957,0.242276,0.232735,0.222338,Medium
1,0.44044,0.97034,0.381033,0.307383,0.231818,0.508993,Medium
1,0.548549,0.933302,0.447018,0.395194,0.310118,0.315551,Medium
1,0.564565,0.933302,1,0.29716,0.240393,0.372464,Medium
1,0.538539,0.986613,0.407869,0.4012,0.283867,0.367717,Medium
1,0.564565,0.766586,0.473983,0.394476,0.312852,0.391224,Medium
1,0.570571,0.971864,0.442725,0.282625,0.26501,0.174046,Medium
1,0.53954,0.980492,0.478666,0.383047,0.303107,0.290077,Medium
1,0.538539,0.933302,0.46137,0.437045,0.332846,0.358966,Medium
1,0.500501,0.933302,0.500496,0.400156,0.2913,0.346743,Medium
1,0.521522,0.910851,0.483448,0.359056,0.262101,0.385665,Medium
0,0.557558,0.942139,0.402615,0.240865,0.23808,0.271848,Medium
1,0.387387,0.995718,0.402768,0.345339,0.30323,0.314604,Medium
1,0.608609,0.695519,0.56641,0.225674,0.25013,0.247982,Medium
1,0.624625,0.940746,0.654761,0.352085,0.227791,0.237398,Medium
1,0.544545,0.830968,0.374584,0.365943,0.305525,0.382539,Medium
1,0.417417,0.942139,0.387236,0.295233,0.256574,0.435829,Medium
0,0.418418,0.942139,0.384079,0.278314,0.291711,0.319799,Medium
0,0.548549,0.942139,0.546861,0.275588,0.220132,0.340599,Medium
1,0.48048,0.996166,0.399214,0.280498,0.264996,0.283386,Medium
1,0.494494,0.981385,0.365401,0.410414,0.361664,0.322704,Medium
1,0.507508,0.993139,0.298876,0.397844,0.320925,0.426659,Medium
1,0.477477,0.99116,0.498868,0.33335,0.304472,0.276419,Medium
0,0.421421,0.942139,0.308089,0.282644,0.229408,0.470261,Medium
1,0.412412,0.933302,0.258322,0.40604,0.31804,0.509425,Medium
1,0.558559,0.972725,0.443019,0.329969,0.255653,0.275135,Medium
1,0.588589,0.885331,0.343741,0.399511,0.267485,0.482839,Medium
1,0.590591,0.933302,0.239887,0.413693,0.346771,0.402912,Medium
0,0.416416,0.916602,0.389354,0.289567,0.29937,0.325168,Medium
1,0.642643,0.942139,0.50232,0.312407,0.2675,0.168534,Medium
1,0.57958,0.988428,0.47526,0.389243,0.265438,0.330111,Medium
1,0.476476,0.933302,0.399044,0.450024,0.329744,0.464898,Medium
0,0.492492,0.942139,0.515789,0.28204,0.233103,0.420411,Medium
1,0.427427,0.997734,0.427949,0.24906,0.249446,0.304466,Medium
1,0.451451,0.942139,0.410616,0.281653,0.284704,0.250983,Medium
