@relation 'HOI_cleanedUp-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,1-weka.filters.unsupervised.attribute.Remove-V-R1,4,8,13,15,17-19'

@attribute Rural~Urban numeric
@attribute Affordability numeric
@attribute 'Food Accessibility' numeric
@attribute 'Material Deprivation' numeric
@attribute 'Community Environment Profile' numeric
@attribute 'Economic Opportunity Profile' numeric
@attribute 'Wellness Disparity Profile' numeric
@attribute 'Health Opportunity Index' {Bad,Medium,Good}

@data
1,0.562563,0.933302,0.338339,0.374856,0.362611,0.283222,Medium
1,0.583584,0.933302,0.548333,0.415978,0.275677,0.373771,Medium
1,0.501502,0.901238,0.435659,0.361155,0.354035,0.210995,Medium
1,0.523524,0.933302,0.269066,0.407945,0.347264,0.483609,Medium
1,0.495495,0.999713,0.58599,0.248679,0.215598,0.265611,Medium
1,0.543544,0.991629,0.370832,0.399141,0.325852,0.352509,Medium
1,0.58959,0.950875,0.561893,0.334887,0.297604,0.134411,Medium
1,0.374374,0.992379,0.340713,0.355285,0.3264,0.37684,Medium
1,0.488488,0.999639,0.363953,0.389747,0.320834,0.365621,Medium
1,0.586587,0.942139,0.438576,0.315117,0.201683,0.430872,Medium
1,0.617618,0.942139,0.448399,0.306863,0.189773,0.382445,Medium
1,0.567568,0.966653,0.424595,0.383954,0.304926,0.34128,Medium
1,0.458458,0.989829,0.509088,0.28385,0.280259,0.174803,Medium
1,0.65966,0.933302,0.422657,0.432262,0.307744,0.430815,Medium
1,0.304304,0.769309,0.364313,0.297136,0.295752,0.54435,Medium
1,0.550551,0.942139,0.454775,0.289417,0.259822,0.291532,Medium
1,0.606607,0.954386,0.518127,0.416842,0.270722,0.424208,Medium
1,0.657658,0.933302,0.29204,0.475224,0.363516,0.385577,Medium
1,0.528529,0.999109,0.309994,0.419324,0.304407,0.47535,Medium
0,0.49049,0.931347,0.514293,0.236259,0.248519,0.286814,Medium
1,0.622623,0.884824,0.450374,0.235643,0.239701,0.235774,Medium
1,0.543544,0.942139,0.528806,0.260497,0.214938,0.350938,Medium
1,0.399399,0.843562,0.368201,0.356431,0.296378,0.578023,Medium
0,0.511512,0.942139,0.48555,0.304648,0.261416,0.34446,Medium
1,0.570571,0.933302,0.414341,0.391758,0.293832,0.372023,Medium
1,0.516517,0.942139,0.481357,0.295003,0.29433,0.217581,Medium
1,0.598599,0.996673,0.498425,0.357316,0.304228,0.187901,Medium
1,0.618619,0.930182,0.425045,0.43317,0.306772,0.379343,Medium
1,0.397397,0.933302,0.448147,0.384602,0.340029,0.362937,Medium
1,0.474474,0.933302,0.321379,0.410753,0.343042,0.438532,Medium
1,0.548549,0.933302,0.182436,0.403696,0.339773,0.50666,Medium
1,0.508509,0.94773,0.472853,0.318902,0.288043,0.265638,Medium
1,0.339339,0.996731,0.267543,0.363768,0.188409,0.772777,Medium
1,0.563564,0.933302,0.499242,0.371121,0.320703,0.314505,Medium
1,0.485485,0.984424,0.467814,0.339904,0.325737,0.246457,Medium
0,0.429429,0.869925,0.403466,0.237112,0.227189,0.457979,Medium
1,0.418418,0.963067,0.462265,0.353436,0.281289,0.331381,Medium
1,0.371371,0.98532,0.431751,0.391334,0.299437,0.451588,Medium
1,0.548549,0.934394,0.347799,0.360442,0.346298,0.291906,Medium
1,0.438438,0.933302,0.414127,0.373618,0.33781,0.340952,Medium
1,0.597598,0.938798,0.518832,0.374394,0.202884,0.468224,Medium
1,0.520521,0.942139,0.494892,0.278822,0.270018,0.262672,Medium
1,0.435435,0.999929,0.457265,0.401865,0.321553,0.400764,Medium
1,0.544545,0.968919,0.362111,0.380946,0.245362,0.500129,Medium
1,0.412412,0.942139,0.542976,0.30714,0.281031,0.328454,Medium
1,0.566567,0.991528,0.393596,0.325562,0.226389,0.480412,Medium
1,0.428428,0.950476,0.512489,0.243285,0.261809,0.216633,Medium
0,0.525526,0.869172,0.421767,0.241781,0.274463,0.274932,Medium
1,0.482482,0.933302,0.332525,0.385475,0.330419,0.461476,Medium
0,0.526527,0.942139,0.407005,0.240891,0.21288,0.417313,Medium
1,0.593594,0.767121,0.586814,0.371421,0.267319,0.33123,Medium
1,0.596597,0.934142,0.501283,0.317351,0.314785,0.221086,Medium
1,0.537538,0.972278,0.456073,0.38119,0.292849,0.380531,Medium
1,0.523524,0.968191,0.523138,0.37272,0.347503,0.228538,Medium
1,0.515516,0.920155,0.361856,0.362374,0.282571,0.502287,Medium
1,0.457457,0.942139,0.400057,0.259078,0.224541,0.502691,Medium
1,0.665666,0.942139,0.566901,0.286696,0.222032,0.263428,Medium
1,0.510511,0.936894,0.47673,0.290416,0.29963,0.279504,Medium
1,0.493493,0.933302,0.411532,0.354123,0.309615,0.38668,Medium
1,0.633634,0.942139,0.475107,0.27889,0.256591,0.278566,Medium
1,0.654655,0.973943,0.49724,0.3937,0.240153,0.424462,Medium
1,0.585586,0.989724,0.5069,0.277105,0.305824,0.068607,Medium
1,0.510511,0.942139,0.531984,0.247058,0.258621,0.300664,Medium
1,0.547548,0.999398,0.404514,0.406556,0.311594,0.403882,Medium
0,0.475475,0.974719,0.393146,0.270019,0.280783,0.321859,Medium
1,0.493493,0.933302,0.506935,0.395779,0.333061,0.385235,Medium
1,0.581582,0.995224,0.546008,0.27428,0.246297,0.214639,Medium
1,0.383383,0.933302,0.245903,0.380211,0.356846,0.425707,Medium
1,0.723724,0.933302,0.471531,0.494532,0.293926,0.381654,Medium
0,0.594595,0.942139,0.430826,0.272628,0.235663,0.372384,Medium
0,0.483483,0.844923,0.452259,0.295112,0.250189,0.425135,Medium
1,0.565566,0.999996,0.23402,0.407269,0.375624,0.443439,Medium
1,0.523524,0.989653,0.368676,0.40798,0.307075,0.527067,Medium
1,0.583584,0.966063,0.431859,0.405156,0.330258,0.335753,Medium
1,0.532533,0.933302,0.435204,0.375585,0.276679,0.457844,Medium
1,0.532533,0.942139,0.451083,0.273399,0.251159,0.33598,Medium
1,0.487487,0.933302,0.540319,0.380884,0.329304,0.292874,Medium
1,0.512513,0.942139,0.518854,0.299968,0.277376,0.284765,Medium
1,0.560561,0.933302,0.40327,0.396987,0.326923,0.458512,Medium
1,0.664665,0.967781,0.499846,0.3454,0.249937,0.281575,Medium
1,0.523524,0.878997,0.487603,0.361622,0.329817,0.321181,Medium
1,0.592593,0.972654,0.459948,0.377578,0.281432,0.460663,Medium
1,0.417417,0.861182,0.510979,0.267263,0.334473,0.224847,Medium
1,0.544545,0.9932,0.358057,0.390165,0.275005,0.435222,Medium
0,0.498498,0.999932,0.494095,0.247891,0.207864,0.428664,Medium
1,0.531532,0.989063,0.484869,0.229292,0.20131,0.429986,Medium
1,0.53954,0.933302,0.336768,0.384522,0.342241,0.366214,Medium
0,0.416416,0.790944,0.410484,0.274763,0.244354,0.599496,Medium
1,0.545546,0.942139,0.528035,0.279281,0.254793,0.261773,Medium
1,0.484484,0.933302,0.387568,0.45426,0.361909,0.487304,Medium
1,0.568569,0.942139,0.585718,0.291929,0.262161,0.206127,Medium
1,0.590591,0.972893,0.536761,0.275883,0.29913,0.095254,Medium
1,0.46046,0.942139,0.421751,0.275851,0.273766,0.334056,Medium
1,0.546547,0.935306,0.520703,0.280235,0.303578,0.118117,Medium
1,0.467467,0.983152,0.393209,0.338494,0.279634,0.509724,Medium
1,0.543544,0.942139,0.527367,0.29327,0.254728,0.348169,Medium
1,0.528529,0.890558,0.489716,0.316764,0.311267,0.242827,Medium
1,0.484484,0.942139,0.470738,0.271332,0.26406,0.291488,Medium
1,0.630631,0.933302,0.510734,0.394221,0.239693,0.41874,Medium
1,0.345345,0.692176,0.48258,0.300492,0.31389,0.49427,Medium
1,0.742743,0.933302,0.520095,0.419852,0.248639,0.35105,Medium
1,0.653654,0.99939,0.407578,0.453154,0.30646,0.4219,Medium
1,0.534535,0.872019,0.361882,0.318819,0.309548,0.335361,Medium
1,0.557558,0.942139,0.505237,0.310445,0.249497,0.352881,Medium
1,0.56957,0.942139,0.499439,0.291874,0.300466,0.141986,Medium
1,0.489489,0.955844,0.402238,0.290857,0.273793,0.369111,Medium
1,0.497497,0.999112,0.485651,0.409104,0.354784,0.334356,Medium
1,0.516517,0.999977,0.383084,0.329246,0.284595,0.351477,Medium
1,0.67968,0.999001,0.477427,0.408314,0.288269,0.385797,Medium
1,0.60961,0.999803,0.418616,0.456784,0.300321,0.430863,Medium
1,0.335335,0.942139,0.489406,0.247123,0.28169,0.296011,Medium
1,0.604605,0.980137,0.522404,0.397305,0.283121,0.384227,Medium
0,0.581582,0.795681,0.415416,0.304346,0.305736,0.353342,Medium
0,0.673674,0.942139,0.503436,0.295974,0.264982,0.190479,Medium
0,0.597598,0.982415,0.540716,0.279033,0.243391,0.271681,Medium
1,0.710711,0.933302,0.431162,0.432776,0.306804,0.367093,Medium
1,0.495495,0.759895,0.36437,0.371128,0.37282,0.449711,Medium
1,0.526527,0.942139,0.524868,0.281786,0.230134,0.376004,Medium
1,0.515516,0.999159,0.426465,0.293405,0.275389,0.344171,Medium
1,0.645646,0.900028,0.570139,0.29572,0.265651,0.207986,Medium
1,0.437437,0.996209,0.457937,0.346833,0.299286,0.317299,Medium
1,0.541542,0.825729,0.436287,0.358884,0.277323,0.554681,Medium
1,0.605606,0.864837,0.562169,0.293896,0.333246,0.11405,Medium
0,0.528529,0.972663,0.485443,0.250696,0.245703,0.347001,Medium
1,0.634635,0.808294,0.563686,0.407062,0.276404,0.437247,Medium
0,0.497497,0.942139,0.501627,0.299615,0.307787,0.253834,Medium
1,0.544545,0.946065,0.315088,0.385835,0.303357,0.480778,Medium
1,0.521522,0.931573,0.422468,0.395043,0.325649,0.476046,Medium
1,0.498498,0.933302,0.487885,0.399963,0.385587,0.262856,Medium
1,0.60961,0.942139,0.373735,0.313152,0.309802,0.1956,Medium
1,0.387387,0.999467,0.422045,0.246622,0.217873,0.468219,Medium
1,0.627628,0.895258,0.505975,0.484487,0.33636,0.508861,Medium
1,0.648649,0.997661,0.467763,0.411873,0.314482,0.326792,Medium
1,0.606607,0.942139,0.449286,0.314323,0.311852,0.226673,Medium
1,0.457457,0.942139,0.370391,0.295709,0.331665,0.297774,Medium
1,0.698699,0.998294,0.526652,0.368442,0.23939,0.281472,Medium
1,0.508509,0.98907,0.629962,0.247137,0.241916,0.264826,Medium
1,0.536537,0.999689,0.488183,0.325635,0.307566,0.251197,Medium
1,0.512513,0.999977,0.408672,0.376132,0.332114,0.310072,Medium
1,0.544545,0.998627,0.444172,0.404673,0.359262,0.285147,Medium
1,0.695696,0.933302,0.320712,0.477488,0.355852,0.437157,Medium
0,0.457457,0.853291,0.38367,0.252724,0.266412,0.491633,Medium
1,0.551552,0.96596,0.36861,0.381678,0.313539,0.423015,Medium
1,0.542543,0.878334,0.456207,0.296289,0.297249,0.23095,Medium
1,0.63964,0.933302,0.305261,0.454507,0.320908,0.523625,Medium
0,0.475475,0.821556,0.342941,0.263713,0.263521,0.470976,Medium
1,0.577578,0.889342,0.407953,0.372805,0.311873,0.472886,Medium
1,0.584585,0.995138,0.423158,0.424197,0.304497,0.44775,Medium
1,0.594595,0.933302,0.246708,0.463507,0.38691,0.515059,Medium
1,0.622623,0.956155,0.385947,0.370253,0.297302,0.404892,Medium
0,0.474474,0.942139,0.481129,0.262418,0.27589,0.314013,Medium
1,0.465465,0.980826,0.249726,0.328757,0.216268,0.781149,Medium
1,0.538539,0.900503,0.364125,0.295893,0.330314,0.243884,Medium
1,0.483483,0.95921,0.316844,0.326811,0.299504,0.401331,Medium
1,0.50951,0.876583,0.559697,0.263528,0.28012,0.288327,Medium
1,0.735736,0.933302,0.489966,0.535641,0.381964,0.408268,Medium
1,0.650651,0.933302,0.396441,0.512816,0.357545,0.51583,Medium
1,0.655656,0.933302,0.264833,0.422111,0.338669,0.431735,Medium
1,0.65966,0.933302,0.343158,0.444004,0.323005,0.415057,Medium
1,0.393393,0.812292,0.400662,0.303192,0.307064,0.503814,Medium
1,0.547548,0.841623,0.481082,0.344537,0.321795,0.335767,Medium
1,0.482482,0.942139,0.398014,0.287633,0.265947,0.486376,Medium
1,0.622623,0.974943,0.630464,0.264152,0.215166,0.290341,Medium
1,0.575576,0.99889,0.43011,0.389243,0.303778,0.423615,Medium
1,0.540541,0.942139,0.534118,0.331545,0.248843,0.38388,Medium
1,0.574575,0.999997,0.4609,0.313591,0.270959,0.31475,Medium
0,0.528529,0.926095,0.514393,0.26934,0.254113,0.360249,Medium
1,0.533534,0.99779,0.484157,0.291552,0.219039,0.5049,Medium
1,0.553554,0.933302,0.340872,0.407154,0.330604,0.534659,Medium
1,0.532533,0.942139,0.520134,0.279756,0.263688,0.280356,Medium
1,0.485485,0.942139,0.534858,0.295455,0.291211,0.370991,Medium
1,0.511512,0.790034,0.396714,0.340709,0.329821,0.361709,Medium
1,0.524525,0.942139,0.416544,0.276713,0.284122,0.370428,Medium
1,0.660661,0.933302,0.514362,0.416497,0.318344,0.355125,Medium
1,0.486486,0.979439,0.219541,0.410214,0.34635,0.538293,Medium
1,0.485485,0.988379,0.536665,0.32939,0.276991,0.407372,Medium
1,0.745746,0.933302,0.701104,0.449366,0.266223,0.36529,Medium
1,0.371371,0.942139,0.38058,0.290166,0.263326,0.563904,Medium
1,0.50951,0.942139,0.383467,0.294266,0.291063,0.331962,Medium
1,0.603604,0.933302,0.498692,0.34337,0.29436,0.322565,Medium
1,0.604605,0.874256,0.417941,0.335238,0.33332,0.303879,Medium
1,0.655656,0.933302,0.356568,0.425801,0.344979,0.352526,Medium
1,0.502503,0.942139,0.41391,0.274446,0.243976,0.413314,Medium
1,0.564565,0.978807,0.425152,0.252732,0.183292,0.525613,Medium
1,0.562563,0.933302,0.396638,0.350257,0.286691,0.499737,Medium
1,0.354354,0.722462,0.420657,0.219849,0.270625,0.465969,Medium
1,0.634635,0.933302,0.396087,0.475554,0.345846,0.450482,Medium
1,0.577578,0.933988,0.447158,0.333692,0.318072,0.305275,Medium
1,0.693694,0.992862,0.413068,0.410321,0.316821,0.373503,Medium
1,0.211211,0.998566,0.379309,0.37416,0.316555,0.596139,Medium
1,0.661662,0.891437,0.488468,0.34328,0.267238,0.364367,Medium
1,0.365365,0.985121,0.245384,0.390147,0.289121,0.762089,Medium
1,0.652653,0.995638,0.545495,0.4103,0.262184,0.400228,Medium
1,0.633634,0.942139,0.565595,0.282049,0.255139,0.35954,Medium
1,0.637638,0.984413,0.549034,0.383655,0.253234,0.392168,Medium
1,0.548549,0.933302,0.462213,0.405787,0.324465,0.441721,Medium
1,0.389389,0.942139,0.385787,0.318553,0.233273,0.61093,Medium
1,0.594595,0.933302,0.305397,0.468564,0.41007,0.471725,Medium
1,0.630631,0.996063,0.477025,0.286707,0.260748,0.224111,Medium
1,0.532533,0.942139,0.513188,0.292371,0.246796,0.393286,Medium
1,0.455455,0.96869,0.398224,0.367605,0.312279,0.421054,Medium
1,0.593594,0.960634,0.541251,0.30384,0.25358,0.279089,Medium
1,0.493493,0.700449,0.40107,0.322788,0.347327,0.484287,Medium
0,0.577578,0.942139,0.50518,0.256016,0.28283,0.216298,Medium
0,0.572573,0.959889,0.477328,0.256402,0.243562,0.337015,Medium
1,0.65966,0.976474,0.44361,0.409757,0.287637,0.394178,Medium
0,0.563564,0.939883,0.477927,0.254505,0.29738,0.183964,Medium
1,0.538539,0.942139,0.434137,0.28321,0.316006,0.249049,Medium
1,0.56957,0.942139,0.478694,0.297591,0.298964,0.258568,Medium
1,0.611612,0.950141,0.321499,0.331735,0.268113,0.469645,Medium
1,0.518519,0.848963,0.490879,0.233121,0.264951,0.347849,Medium
1,0.585586,0.975908,0.482573,0.381893,0.297252,0.413138,Medium
1,0.582583,0.942139,0.540984,0.290645,0.283426,0.205478,Medium
1,0.693694,0.933302,0.393999,0.491093,0.38193,0.410989,Medium
1,0.662663,0.999813,0.417941,0.41149,0.337461,0.367522,Medium
0,0.622623,0.942139,0.508583,0.241126,0.258595,0.299386,Medium
1,0.634635,0.996651,0.484539,0.333555,0.300303,0.211795,Medium
1,0.581582,0.933302,0.432107,0.461492,0.400744,0.430527,Medium
1,0.643644,0.933302,0.40205,0.45244,0.316426,0.505129,Medium
1,0.536537,0.942139,0.508475,0.270004,0.312753,0.214684,Medium
1,0.35035,0.933302,0.212124,0.343972,0.257697,0.736124,Medium
1,0.673674,0.983399,0.513294,0.36239,0.292621,0.212576,Medium
1,0.605606,0.926186,0.593266,0.283238,0.272287,0.178483,Medium
1,0.654655,0.933302,0.509477,0.414818,0.307383,0.346222,Medium
1,0.495495,0.942139,0.436566,0.311858,0.308033,0.366046,Medium
1,0.327327,0.933302,0.091565,0.330246,0.296801,0.724167,Medium
1,0.730731,0.880704,0.491808,0.367175,0.274117,0.318069,Medium
1,0.581582,0.804645,0.505069,0.293694,0.293852,0.35513,Medium
1,0.605606,0.898279,0.360151,0.408355,0.366462,0.412931,Medium
1,0.451451,0.998617,0.252393,0.431895,0.436088,0.352535,Medium
1,0.543544,0.942139,0.466251,0.291336,0.282433,0.313002,Medium
1,0.662663,0.933302,0.489965,0.404839,0.27853,0.474081,Medium
1,0.476476,0.942139,0.466965,0.279064,0.278949,0.334601,Medium
1,0.58959,0.933302,0.419256,0.394899,0.368013,0.37205,Medium
1,0.62963,0.942139,0.574388,0.284536,0.261887,0.233957,Medium
1,0.53954,0.997198,0.288944,0.377243,0.310077,0.545479,Medium
1,0.737738,0.933302,0.537108,0.474627,0.349354,0.280889,Medium
1,0.588589,0.933302,0.568644,0.463417,0.381457,0.344426,Medium
1,0.585586,0.999945,0.436661,0.336401,0.305926,0.320996,Medium
1,0.532533,0.942139,0.392688,0.296754,0.351939,0.202805,Medium
1,0.449449,0.825808,0.431014,0.393165,0.372382,0.440345,Medium
1,0.701702,0.977341,0.632769,0.375376,0.271144,0.249016,Medium
1,0.504505,0.942139,0.378346,0.298287,0.282646,0.443767,Medium
1,0.67968,0.942139,0.675198,0.302138,0.182002,0.362694,Medium
1,0.520521,0.873871,0.480453,0.30187,0.3033,0.417396,Medium
0,0.534535,0.936919,0.425907,0.272009,0.299566,0.316282,Medium
1,0.472472,0.933302,0.367157,0.436883,0.233761,0.902814,Medium
1,0.552553,0.933302,0.408116,0.36093,0.285915,0.509563,Medium
1,0.726727,0.933302,0.480126,0.451024,0.312996,0.370526,Medium
1,0.541542,0.893185,0.361344,0.351792,0.349731,0.383222,Medium
1,0.615616,0.933302,0.354181,0.459482,0.352303,0.470229,Medium
1,0.473473,0.942139,0.438698,0.275397,0.261153,0.439617,Medium
1,0.548549,0.784776,0.335768,0.320957,0.284651,0.501643,Medium
1,0.536537,0.933302,0.384046,0.390139,0.325568,0.510837,Medium
1,0.712713,0.968481,0.546693,0.400259,0.237761,0.418944,Medium
1,0.527528,0.969006,0.56504,0.240678,0.258584,0.275976,Medium
1,0.561562,0.942139,0.398135,0.31144,0.284085,0.391859,Medium
1,0.638639,0.942139,0.473752,0.281437,0.277746,0.168673,Medium
1,0.731732,0.978689,0.451327,0.383506,0.257889,0.386999,Medium
1,0.505506,0.980391,0.508269,0.351029,0.311527,0.348608,Medium
1,0.550551,0.96594,0.521881,0.359222,0.33345,0.298809,Medium
1,0.685686,0.942139,0.478843,0.30819,0.20792,0.507794,Medium
1,0.359359,0.994369,0.554555,0.240522,0.266621,0.331476,Medium
1,0.611612,0.942139,0.579052,0.264817,0.202125,0.452398,Medium
1,0.563564,0.999851,0.38973,0.39248,0.342986,0.377242,Medium
1,0.635636,0.992885,0.586769,0.333398,0.321183,0.150811,Medium
1,0.483483,0.939026,0.565214,0.27124,0.294665,0.245845,Medium
1,0.607608,0.908738,0.590044,0.274431,0.256736,0.224727,Medium
1,0.568569,0.942139,0.467538,0.288707,0.288018,0.329405,Medium
1,0.484484,0.933302,0.465851,0.340744,0.305373,0.441642,Medium
1,0.684685,0.942139,0.534523,0.242768,0.247364,0.231635,Medium
1,0.324324,0.962522,0.346333,0.33172,0.255736,0.688769,Medium
0,0.624625,0.942139,0.481032,0.285589,0.284652,0.281288,Medium
1,0.590591,0.933302,0.343484,0.427786,0.363204,0.465219,Medium
1,0.56957,0.942139,0.513083,0.306529,0.273027,0.386452,Medium
1,0.634635,0.942139,0.440492,0.312979,0.318824,0.251126,Medium
1,0.477477,0.982297,0.43038,0.412245,0.333455,0.496052,Medium
1,0.595596,0.999966,0.556013,0.272542,0.250051,0.225759,Medium
1,0.572573,0.914617,0.40815,0.364355,0.317064,0.349101,Medium
1,0.394394,0.998799,0.367189,0.357668,0.303876,0.471749,Medium
0,0.547548,0.921196,0.503756,0.233645,0.284212,0.252445,Medium
1,0.499499,0.973737,0.374607,0.348995,0.362782,0.292484,Medium
1,0.396396,0.857613,0.390782,0.328314,0.339734,0.423521,Medium
1,0.469469,0.93167,0.397708,0.284829,0.289034,0.417569,Medium
1,0.740741,0.999655,0.521482,0.440353,0.27009,0.37483,Medium
1,0.598599,0.998691,0.400603,0.397113,0.335238,0.401948,Medium
1,0.685686,0.933302,0.554945,0.333355,0.239706,0.436894,Medium
1,0.664665,0.942139,0.499606,0.285776,0.291701,0.189829,Medium
1,0.449449,0.994406,0.24862,0.348654,0.294232,0.590071,Medium
0,0.593594,0.994435,0.387411,0.249989,0.257039,0.378188,Medium
1,0.375375,0.973119,0.472135,0.340494,0.302656,0.480227,Medium
1,0.63964,0.933302,0.501482,0.433318,0.271979,0.455606,Medium
1,0.597598,0.933302,0.664765,0.380877,0.332352,0.371379,Medium
1,0.64965,0.999434,0.524316,0.402206,0.311076,0.332289,Medium
1,0.617618,0.986688,0.429671,0.353314,0.314738,0.333217,Medium
1,0.428428,0.892117,0.481256,0.32979,0.299681,0.49342,Medium
1,0.685686,0.993814,0.413162,0.400554,0.266275,0.470494,Medium
0,0.422422,0.909104,0.401872,0.243898,0.217535,0.653044,Medium
1,0.696697,0.974638,0.53188,0.344848,0.225073,0.389658,Medium
1,0.5996,0.993287,0.38381,0.361189,0.323347,0.431013,Medium
1,0.542543,0.942139,0.449555,0.283215,0.353567,0.217411,Medium
1,0.359359,0.928283,0.419523,0.317438,0.296231,0.527437,Medium
1,0.469469,0.942139,0.463145,0.257967,0.334042,0.195934,Medium
1,0.63964,0.867504,0.617473,0.396561,0.32664,0.317745,Medium
1,0.57958,0.998701,0.456238,0.40304,0.356571,0.381888,Medium
1,0.656657,0.933302,0.550738,0.351787,0.295831,0.311851,Medium
1,0.486486,1,0.405751,0.287953,0.267538,0.444566,Medium
1,0.611612,0.876526,0.478308,0.343301,0.334426,0.419985,Medium
1,0.516517,0.973713,0.447549,0.360922,0.308269,0.398164,Medium
1,0.472472,0.648158,0.469116,0.322183,0.350857,0.434331,Medium
1,0.576577,0.942139,0.485343,0.247549,0.324036,0.11922,Medium
1,0.532533,0.942139,0.592398,0.274314,0.293066,0.248883,Medium
1,0.667668,0.933302,0.507501,0.44633,0.292705,0.426753,Medium
1,0.45045,0.933302,0.437727,0.368284,0.348149,0.480469,Medium
1,0.521522,0.942139,0.510497,0.257513,0.283698,0.334018,Medium
1,0.461461,0.708225,0.520181,0.333511,0.391878,0.365753,Medium
1,0.558559,0.998138,0.386884,0.407855,0.366392,0.376335,Medium
1,0.483483,0.998781,0.406334,0.377084,0.336373,0.406819,Medium
1,0.660661,0.933302,0.344081,0.497746,0.329863,0.593175,Medium
1,0.538539,0.98902,0.397794,0.313877,0.192157,0.674904,Medium
1,0.533534,0.893133,0.571609,0.377618,0.366507,0.329795,Medium
1,0.449449,0.973952,0.418242,0.37725,0.288658,0.501085,Medium
1,0.476476,0.728739,0.465563,0.356178,0.395694,0.432398,Medium
1,0.554555,0.901073,0.466393,0.283932,0.327739,0.217627,Medium
0,0.557558,0.985723,0.456757,0.277318,0.254414,0.425755,Medium
0,0.510511,0.865113,0.46103,0.254947,0.292307,0.38383,Medium
1,0.568569,0.868484,0.421835,0.292214,0.299581,0.344159,Medium
1,0.51952,0.942139,0.554856,0.272437,0.239818,0.408898,Medium
1,0.575576,0.942139,0.438873,0.290851,0.261596,0.427878,Medium
0,0.502503,0.999719,0.475509,0.246963,0.266998,0.358889,Medium
1,0.438438,0.942139,0.379452,0.289491,0.287446,0.55939,Medium
1,0.522523,0.979612,0.500762,0.349227,0.28906,0.460145,Medium
1,0.537538,0.900394,0.484742,0.37205,0.315905,0.408711,Medium
1,0.503504,0.759331,0.418269,0.258109,0.365298,0.214697,Medium
1,0.606607,0.942139,0.61544,0.29723,0.2351,0.40803,Medium
1,0.578579,0.862481,0.419225,0.311279,0.360884,0.297669,Medium
1,0.507508,0.942139,0.438714,0.272438,0.282094,0.332172,Medium
1,0.618619,0.968876,0.594737,0.307771,0.312799,0.185725,Medium
1,0.548549,0.956567,0.593293,0.306329,0.314023,0.293939,Medium
1,0.496496,0.942139,0.453118,0.288519,0.298945,0.372595,Medium
1,0.634635,0.942139,0.526272,0.315899,0.271367,0.355685,Medium
1,0.72973,0.933302,0.546927,0.509233,0.40209,0.369012,Medium
1,0.615616,0.977543,0.454208,0.326752,0.258603,0.473189,Medium
1,0.607608,0.940522,0.620834,0.272757,0.287751,0.276491,Medium
1,0.651652,0.999639,0.4509,0.357237,0.273539,0.378255,Medium
1,0.574575,0.990743,0.455389,0.346174,0.326523,0.340258,Medium
1,0.76977,0.987546,0.829251,0.334256,0.167269,0.345242,Medium
1,0.652653,0.990727,0.515937,0.396195,0.326593,0.300093,Medium
1,0.650651,0.942139,0.643356,0.30092,0.272302,0.273931,Medium
1,0.601602,0.930714,0.561482,0.330351,0.324174,0.291405,Medium
1,0.544545,0.988194,0.509731,0.225747,0.222366,0.394387,Medium
1,0.603604,0.962144,0.393751,0.408374,0.328141,0.519872,Medium
1,0.548549,0.942139,0.468588,0.284655,0.264832,0.467502,Medium
1,0.728729,0.933302,0.475325,0.406086,0.330663,0.359606,Medium
1,0.597598,0.933302,0.487029,0.449187,0.392727,0.461453,Medium
0,0.47047,0.908891,0.436815,0.259548,0.314972,0.338978,Medium
1,0.520521,0.942139,0.583189,0.268131,0.2721,0.347204,Medium
1,0.562563,0.942139,0.481882,0.290186,0.266068,0.401782,Medium
1,0.597598,0.982544,0.572666,0.355559,0.308161,0.353016,Medium
1,0.655656,0.999273,0.562207,0.374477,0.285483,0.409848,Medium
1,0.663664,0.933302,0.597897,0.365507,0.28594,0.360808,Medium
1,0.646647,0.996265,0.518829,0.342962,0.307527,0.301116,Medium
1,0.405405,0.977381,0.395486,0.399466,0.357629,0.484019,Medium
1,0.527528,0.933302,0.376564,0.396837,0.384227,0.397839,Medium
1,0.206206,0.896627,0.175932,0.299297,0.296224,0.739431,Medium
1,0.587588,0.888894,0.38717,0.347859,0.342417,0.428275,Medium
1,0.562563,0.933302,0.351181,0.411099,0.394776,0.475723,Medium
1,0.636637,0.947317,0.535785,0.282013,0.306881,0.183718,Medium
1,0.547548,0.984202,0.499654,0.268913,0.290795,0.325306,Medium
1,0.528529,0.942139,0.487874,0.278906,0.282345,0.368193,Medium
1,0.522523,0.942139,0.346746,0.293629,0.310433,0.454461,Medium
1,0.602603,0.933302,0.620615,0.345793,0.31711,0.332419,Medium
1,0.624625,0.942139,0.502806,0.271481,0.230175,0.515587,Medium
1,0.618619,0.956785,0.506139,0.293232,0.336196,0.136243,Medium
1,0.60961,0.996462,0.583256,0.373778,0.342822,0.319317,Medium
1,0.70971,0.922504,0.528295,0.379831,0.262629,0.364224,Medium
1,0.598599,0.983298,0.5093,0.372239,0.347246,0.308364,Medium
1,0.534535,0.933302,0.504018,0.362823,0.368638,0.346692,Medium
1,0.497497,0.999819,0.524543,0.274924,0.278124,0.323236,Medium
1,0.572573,0.919336,0.453577,0.305069,0.275386,0.397119,Medium
1,0.554555,0.987511,0.409034,0.368653,0.317203,0.426867,Medium
