@relation 'HOI_cleanedUp-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,1-weka.filters.unsupervised.attribute.Remove-V-R13,4,6,15,9,16-18,10,7,19'

@attribute 'Material Deprivation' numeric
@attribute Affordability numeric
@attribute 'Population Churning' numeric
@attribute 'Community Environment Profile' numeric
@attribute 'Income Inequality' numeric
@attribute 'Consumer Opportunity Profile' numeric
@attribute 'Economic Opportunity Profile' numeric
@attribute 'Wellness Disparity Profile' numeric
@attribute 'Job Participation' numeric
@attribute Education numeric
@attribute 'Health Opportunity Index' {Bad,Medium,Good}

@data
0.39133,0.399399,0.858779,0.355838,0.353576,0.603884,0.204999,0.329388,0.557,0.708879,Bad
0.444948,0.462462,0.671756,0.328401,0.443455,0.564452,0.229945,0.249204,0.574,0.677583,Bad
0.227613,0.273273,0.856234,0.411137,0.254926,0.470355,0.223907,0.55656,0.666,0.67697,Bad
0.378601,0.554555,0.810433,0.359677,0.362213,0.638319,0.215013,0.23933,0.551,0.732851,Bad
0.450434,0.366366,0.777354,0.280703,0.396356,0.520018,0.214858,0.24408,0.554,0.640867,Bad
0.471059,0.58959,0.880407,0.422844,0.268826,0.765974,0.216203,0.201422,0.61,0.840185,Bad
0.26643,0.413413,0.717557,0.441468,0.454386,0.478468,0.306018,0.39239,0.619,0.658808,Bad
0.385562,0.4004,0.890585,0.286607,0.447773,0.386514,0.271883,0.175512,0.569,0.670719,Bad
0.458319,0.504505,0.867684,0.288801,0.302294,0.620816,0.16792,0.302643,0.47,0.657666,Bad
0.312342,0.716717,0.680662,0.529377,0.370985,0.81123,0.247462,0.324105,0.72,0.919375,Bad
0.268096,0.445445,0.851145,0.443752,0.32888,0.571427,0.246521,0.457319,0.652,0.683804,Bad
0.199299,0.362362,0.788804,0.372558,0.44332,0.457502,0.266738,0.353179,0.601,0.645321,Bad
0.211319,0.342342,0.71374,0.419902,0.475574,0.485873,0.272409,0.451857,0.626,0.656621,Bad
0.205543,0.295295,0.889313,0.38643,0.373549,0.435904,0.273947,0.37725,0.578,0.661845,Bad
0.390069,0.427427,0.832061,0.360529,0.233738,0.596446,0.201331,0.347966,0.598,0.704213,Bad
0.392894,0.443443,0.636132,0.371986,0.416734,0.529431,0.275326,0.253097,0.629,0.704428,Bad
0.413495,0.465465,0.912214,0.321956,0.347638,0.639827,0.185053,0.27018,0.588,0.718747,Bad
0.496162,0.45045,0.890585,0.23541,0.416059,0.592611,0.151273,0.256611,0.303,0.611994,Bad
0.356021,0.424424,0.310433,0.516011,0.575709,0.44712,0.41245,0.250249,0.813,0.726048,Bad
0.258812,0.563564,0.755725,0.419268,0.434953,0.589529,0.262807,0.360801,0.532,0.718961,Bad
0.439248,0.485485,0.891858,0.320149,0.335088,0.595606,0.217078,0.209312,0.541,0.655793,Bad
0.290974,0.402402,0.684478,0.382548,0.477598,0.520848,0.274443,0.319499,0.579,0.688346,Bad
0.292916,0.378378,0.641221,0.447827,0.506478,0.489213,0.312902,0.385328,0.652,0.69893,Bad
0.307254,0.617618,0.552163,0.508812,0.459919,0.718185,0.266499,0.514036,0.616,0.87439,Bad
0.308271,0.451451,0.656489,0.432006,0.443185,0.51027,0.329807,0.287468,0.738,0.698385,Bad
0.316009,0.399399,0.87659,0.306969,0.436707,0.492975,0.244138,0.243907,0.582,0.617904,Bad
0.225329,0.313313,0.842239,0.40415,0.429825,0.450811,0.261922,0.445241,0.512,0.673225,Bad
0.26496,0.353353,0.688295,0.420598,0.38637,0.233912,0.300488,0.601109,0.622,0.627119,Bad
0.380835,0.367367,0.770992,0.325372,0.319163,0.588759,0.127703,0.55631,0.338,0.737177,Bad
0.26534,0.413413,0.877863,0.30064,0.395007,0.434499,0.241038,0.317965,0.555,0.66556,Bad
0.196137,0.373373,0.638677,0.431646,0.39892,0.428758,0.345766,0.308452,0.807,0.684755,Bad
0.401194,0.580581,0.824427,0.316679,0.354251,0.567208,0.214311,0.287349,0.55,0.69109,Bad
0.444701,0.466466,0.652672,0.326884,0.433603,0.566967,0.225857,0.355363,0.448,0.655165,Bad
0.397126,0.47047,0.882952,0.306258,0.417139,0.53932,0.248115,0.124473,0.592,0.635389,Bad
0.351547,0.512513,0.888041,0.336758,0.48502,0.59626,0.265674,0.111164,0.515,0.702617,Bad
0.351698,0.641642,0.726463,0.366707,0.387989,0.69805,0.221131,0.225682,0.498,0.817317,Bad
0.372932,0.396396,0.848601,0.338912,0.319433,0.585917,0.202167,0.406795,0.498,0.656989,Bad
0.464316,0.463463,0.844784,0.297472,0.362348,0.608778,0.191965,0.254671,0.498,0.644389,Bad
0.461289,0.459459,0.782443,0.363187,0.401215,0.541538,0.260812,0.249176,0.594,0.722186,Bad
0.554852,0.676677,0.679389,0.563142,0.291903,0.858959,0.252924,0.376076,0.716,0.90538,Bad
0.232281,0.378378,0.745547,0.362094,0.431309,0.472392,0.259645,0.373706,0.588,0.674258,Bad
0.310697,0.701702,0.506361,0.546216,0.466937,0.687275,0.351753,0.296273,0.669,0.866397,Bad
0.29136,0.364364,0.78626,0.41388,0.480297,0.487726,0.295606,0.366437,0.618,0.693546,Bad
0.371017,0.395395,0.952926,0.275228,0.450877,0.440675,0.239458,0.259439,0.475,0.650965,Bad
0.373767,0.348348,0.884224,0.307018,0.318489,0.57997,0.190041,0.33774,0.605,0.677492,Bad
0.469903,0.496496,0.697201,0.382582,0.482321,0.58435,0.263199,0.308103,0.486,0.678686,Bad
0.378282,0.289289,0.937659,0.25303,0.388934,0.486062,0.186637,0.353167,0.45,0.59855,Bad
0.190817,0.337337,0.755725,0.444674,0.285695,0.461393,0.184478,0.68881,0.577,0.657837,Bad
0.175776,0.201201,0.716285,0.395837,0.469906,0.351116,0.308672,0.458615,0.672,0.654172,Bad
0.442114,0.536537,0.793893,0.268025,0.438596,0.541066,0.198827,0.273076,0.34,0.642365,Bad
0.274637,0.411411,0.726463,0.374853,0.451822,0.471317,0.287697,0.268067,0.569,0.73993,Bad
0.49376,0.667668,0.396947,0.555919,0.467881,0.75076,0.324034,0.458219,0.724,0.859738,Bad
0.34703,0.492492,0.563613,0.45679,0.451282,0.537888,0.317899,0.355958,0.692,0.701854,Bad
0.375711,0.417417,0.746819,0.404568,0.474764,0.274612,0.354584,0.356004,0.68,0.619472,Bad
0.382249,0.375375,0.798982,0.347302,0.483131,0.480926,0.304373,0.133764,0.664,0.670047,Bad
0.006096,0.807808,0.890585,0.42862,0.379082,0.574575,0.263043,0.366927,0.652,0.597923,Bad
0.357198,0.493493,0.900763,0.30354,0.352767,0.564493,0.222229,0.173096,0.593,0.629211,Bad
0.300185,0.373373,0.861323,0.267263,0.490013,0.444861,0.240461,0.251436,0.533,0.63504,Bad
0.394859,0.701702,0.526718,0.423359,0.474494,0.76202,0.210839,0.454552,0.453,0.795057,Bad
0.37408,0.621622,0.580153,0.587966,0.476653,0.710807,0.348554,0.419535,0.885,0.851516,Bad
0.227127,0.279279,0.819338,0.378163,0.480432,0.302031,0.318479,0.438182,0.574,0.675667,Bad
0.3728,0.463463,0.882952,0.262393,0.424426,0.546489,0.175481,0.345211,0.375,0.628353,Bad
0.325456,0.657658,0.693384,0.553944,0.467341,0.717731,0.326297,0.260983,0.85,0.84166,Bad
0.35759,0.38038,0.861323,0.330786,0.483401,0.510688,0.298541,0.102126,0.664,0.69645,Bad
0.465227,0.50951,0.613232,0.4799,0.533198,0.599061,0.346553,0.251099,0.713,0.743886,Bad
0.298152,0.61962,0.80916,0.450418,0.357355,0.70861,0.246702,0.29932,0.693,0.763159,Bad
0.316332,0.513514,0.479644,0.379702,0.649123,0.405354,0.319976,0.387082,0.5,0.740369,Bad
0.408796,0.448448,0.783715,0.312992,0.389204,0.590929,0.197574,0.393532,0.509,0.659464,Bad
0.243311,0.363363,0.881679,0.342059,0.434278,0.399164,0.266409,0.391005,0.503,0.661276,Bad
0.49289,0.443443,0.908397,0.260601,0.406343,0.575426,0.188256,0.240552,0.479,0.628351,Bad
0.345121,0.554555,0.615776,0.411912,0.401619,0.589836,0.279148,0.260584,0.79,0.767372,Bad
0.371937,0.50951,0.895674,0.301259,0.487854,0.433406,0.281376,0.189184,0.572,0.6669,Bad
0.266198,0.227227,0.693384,0.421475,0.449798,0.375826,0.318119,0.483834,0.629,0.649849,Bad
0.352181,0.448448,0.571247,0.493905,0.524022,0.528769,0.370385,0.293549,0.788,0.744441,Bad
0.213888,0.38038,0.807888,0.407914,0.469366,0.390359,0.293274,0.484891,0.638,0.696853,Bad
0.354145,0.434434,0.701018,0.451454,0.431174,0.59979,0.278031,0.347743,0.745,0.719022,Bad
0.484566,0.477477,0.950382,0.28715,0.402159,0.613674,0.225582,0.086747,0.539,0.663469,Bad
0.279383,0.524525,0.66285,0.48824,0.393522,0.577486,0.319218,0.37657,0.831,0.739563,Bad
0.488169,0.486486,0.687023,0.406771,0.304318,0.713678,0.205432,0.383956,0.577,0.847171,Bad
0.263716,0.336336,0.768448,0.320419,0.431714,0.332803,0.268026,0.40555,0.514,0.644315,Bad
0.540816,0.557558,0.870229,0.294382,0.397031,0.760311,0.142342,0.351195,0.173,0.806264,Bad
0.323512,0.563564,0.610687,0.524039,0.293927,0.657041,0.281051,0.481281,0.775,0.819684,Bad
0.325738,0.419419,0.755725,0.435704,0.45722,0.543434,0.308297,0.312168,0.748,0.677033,Bad
0.292209,0.521522,0.60687,0.499764,0.508232,0.557733,0.333237,0.385381,0.764,0.734893,Bad
0.373905,0.551552,0.793893,0.321992,0.357625,0.614846,0.216457,0.258905,0.59,0.659342,Bad
0.300637,0.336336,0.889313,0.38782,0.461538,0.477891,0.268718,0.377012,0.526,0.668962,Bad
0.279542,0.382382,0.846056,0.372888,0.442915,0.386526,0.303691,0.340446,0.602,0.642728,Bad
0.394328,0.352352,0.888041,0.300294,0.354791,0.536016,0.212179,0.323132,0.614,0.661754,Bad
0.445607,0.448448,0.666667,0.357868,0.466667,0.648594,0.222902,0.378296,0.407,0.77281,Bad
0.183462,0.293293,0.698473,0.397179,0.508907,0.330859,0.324958,0.430714,0.739,0.534425,Bad
0.365564,0.577578,0.703562,0.449067,0.352497,0.694184,0.245343,0.391361,0.646,0.767763,Bad
0.435661,0.6997,0.754453,0.525298,0.321592,0.824293,0.264829,0.280898,0.755,0.910389,Bad
0.626455,0.417417,0.594148,0.319349,0.515385,0.196844,0.351305,0.278636,0.576,0.62236,Bad
0.360765,0.613614,0.801527,0.513649,0.446289,0.679782,0.316132,0.363897,0.732,0.761878,Bad
0.384796,0.566567,0.717557,0.534235,0.463563,0.689902,0.324411,0.291703,0.838,0.842596,Bad
0.313621,0.431431,0.43257,0.439933,0.533738,0.54898,0.241366,0.614745,0.519,0.755239,Bad
0.433841,0.502503,0.881679,0.291475,0.333333,0.466867,0.223828,0.339327,0.572,0.675777,Bad
0.286084,0.551552,0.727735,0.485564,0.474494,0.617208,0.33695,0.309605,0.832,0.760661,Bad
0.446566,0.391391,0.877863,0.231839,0.429825,0.519596,0.171595,0.339313,0.31,0.630526,Bad
0.162788,0.353353,0.502545,0.445731,0.572874,0.35035,0.352553,0.475884,0.724,0.617375,Bad
0.371344,0.414414,0.824427,0.301186,0.330904,0.540143,0.200881,0.391065,0.543,0.683784,Bad
0.393192,0.398398,0.615776,0.307852,0.415385,0.483786,0.230404,0.446399,0.482,0.625581,Bad
0.192102,0.359359,0.912214,0.406463,0.509987,0.475878,0.296975,0.349233,0.629,0.684754,Bad
0.384702,0.334334,0.875318,0.262808,0.435628,0.496128,0.189924,0.416208,0.362,0.634655,Bad
0.358965,0.328328,0.80916,0.438839,0.403644,0.550243,0.247558,0.393048,0.634,0.703821,Bad
0.343491,0.35035,0.968193,0.276358,0.455466,0.47946,0.258351,0.178351,0.571,0.638172,Bad
0.310062,0.383383,0.872774,0.296714,0.399595,0.533733,0.196526,0.442549,0.457,0.663665,Bad
0.245123,0.318318,0.862595,0.401345,0.415655,0.476147,0.275598,0.422811,0.643,0.648961,Bad
0.327628,0.475475,0.765903,0.477377,0.353036,0.551591,0.301927,0.431091,0.644,0.712643,Bad
0.374091,0.462462,0.778626,0.440004,0.396626,0.617282,0.285022,0.356129,0.697,0.717141,Bad
0.429714,0.615616,0.501272,0.494443,0.253441,0.770981,0.205476,0.551582,0.518,0.917965,Bad
0.400454,0.526527,0.87659,0.309656,0.35776,0.671124,0.17092,0.326994,0.473,0.768898,Bad
0.37267,0.418418,0.732824,0.335088,0.470715,0.296985,0.329614,0.361264,0.621,0.646784,Bad
0.409266,0.471471,0.903308,0.294661,0.380027,0.616893,0.202326,0.244549,0.522,0.681498,Bad
0.449719,0.37037,0.917303,0.269671,0.353036,0.601192,0.166929,0.382633,0.436,0.651337,Bad
0.303825,0.504505,0.732824,0.404216,0.493117,0.530829,0.282053,0.391224,0.636,0.648909,Bad
0.233507,0.315315,0.69084,0.424944,0.48556,0.420475,0.345694,0.381284,0.723,0.692745,Bad
0.310393,0.458458,0.877863,0.310726,0.374494,0.521849,0.247289,0.235052,0.646,0.672326,Bad
0.356764,0.429429,0.735369,0.430355,0.555735,0.529389,0.332374,0.357447,0.593,0.726868,Bad
0.419071,0.458458,0.816794,0.292765,0.428745,0.465787,0.243102,0.325793,0.482,0.650894,Bad
0.28858,0.638639,0.783715,0.521876,0.511201,0.638078,0.344683,0.294237,0.8,0.740246,Bad
0.398596,0.63964,0.735369,0.560467,0.336842,0.817498,0.194176,0.545564,0.74,0.865846,Bad
0.349588,0.427427,0.914758,0.306063,0.376923,0.516384,0.250055,0.216745,0.598,0.652751,Bad
0.351844,0.554555,0.615776,0.435965,0.475843,0.619796,0.286697,0.338251,0.653,0.759626,Bad
0.28839,0.481481,0.731552,0.377905,0.538327,0.53127,0.282155,0.295037,0.595,0.67242,Bad
0.347064,0.514515,0.516539,0.513655,0.396896,0.653017,0.270771,0.565869,0.7,0.848255,Bad
0.131054,0.188188,0.871501,0.381897,0.405398,0.38611,0.291767,0.481875,0.684,0.65483,Bad
0.257717,0.415415,0.708651,0.36886,0.408772,0.505588,0.275876,0.34174,0.693,0.720534,Bad
0.325624,0.576577,0.756997,0.506332,0.485695,0.620335,0.339612,0.32063,0.823,0.73477,Bad
0.469844,0.36036,0.697201,0.288182,0.423347,0.459009,0.273108,0.213987,0.573,0.639002,Bad
0.462145,0.544545,0.903308,0.287905,0.376518,0.63442,0.225185,0.113699,0.504,0.71124,Bad
0.308398,0.633634,0.941476,0.423829,0.414845,0.684832,0.252365,0.388199,0.537,0.756115,Bad
0.479714,0.670671,0.729008,0.555858,0.453576,0.780483,0.322498,0.290437,0.796,0.860222,Bad
0.418217,0.398398,0.860051,0.299192,0.42942,0.56274,0.230078,0.28999,0.527,0.653753,Bad
0.433971,0.375375,0.874046,0.280047,0.44278,0.571512,0.220167,0.254042,0.539,0.66266,Bad
0.451297,0.427427,0.950382,0.271909,0.319028,0.558555,0.203552,0.240387,0.477,0.664161,Bad
0.340487,0.494494,0.947837,0.27665,0.38583,0.59644,0.195526,0.316736,0.458,0.631175,Bad
0.260686,0.365365,0.872774,0.434055,0.390553,0.472882,0.323495,0.368923,0.788,0.672155,Bad
0.405325,0.504505,0.477099,0.495907,0.537652,0.555403,0.370493,0.315841,0.837,0.752014,Bad
0.427194,0.39039,0.926209,0.26428,0.445479,0.523738,0.234055,0.205942,0.546,0.645975,Bad
0.291962,0.42042,0.699746,0.414412,0.437922,0.349131,0.339397,0.44646,0.63,0.708869,Bad
0.45375,0.623624,0.66285,0.534805,0.464777,0.703582,0.295351,0.431162,0.748,0.765485,Bad
0.495799,0.456456,0.977099,0.240766,0.483266,0.54777,0.227333,0.153003,0.487,0.613345,Bad
0.278016,0.478478,0.839695,0.485781,0.568016,0.508655,0.372616,0.339345,0.781,0.657225,Bad
0.154245,0.715716,0.725191,0.338012,0.316464,0.556632,0.194535,0.47123,0.508,0.640454,Bad
0.40717,0.423423,0.755725,0.331674,0.465182,0.516362,0.282841,0.237777,0.572,0.726474,Bad
0.497108,0.514515,0.881679,0.380919,0.283401,0.725835,0.202148,0.337517,0.585,0.759134,Bad
0.258873,0.213213,0.753181,0.30685,0.396896,0,0.323177,0.648109,0.542,0.60984,Bad
0.293606,0.496496,0.872774,0.462761,0.40054,0.564717,0.289082,0.466983,0.723,0.680259,Bad
0.345648,0.402402,0.889313,0.274672,0.495816,0.479964,0.261892,0.189541,0.482,0.648831,Bad
0.407875,0.404404,0.910941,0.28126,0.418623,0.445625,0.27745,0.176352,0.61,0.647999,Bad
0.443754,0.482482,0.828244,0.29595,0.493252,0.567423,0.248431,0.207155,0.503,0.672503,Bad
0.259608,0.273273,0.768448,0.435143,0.379487,0.456516,0.290907,0.504788,0.723,0.657596,Bad
0.420091,0.566567,0.885496,0.265985,0.507827,0.574237,0.221244,0.257974,0.384,0.594968,Bad
0.171866,0.279279,0.767176,0.393189,0.438192,0.393453,0.260108,0.624432,0.595,0.638515,Bad
0.383641,0.407407,0.734097,0.41822,0.454386,0.488858,0.267685,0.479296,0.565,0.768149,Bad
0.296209,0.469469,0.727735,0.344538,0.494332,0.464004,0.298589,0.261796,0.66,0.676206,Bad
0.385111,0.506507,0.748092,0.397439,0.398111,0.675621,0.234826,0.370208,0.54,0.795235,Bad
0.463789,0.383383,0.909669,0.273879,0.458974,0.274948,0.325001,0.203333,0.525,0.645688,Bad
0.43027,0.36036,0.997455,0.274173,0.341161,0.46814,0.242018,0.267336,0.573,0.648859,Bad
0.262381,0.561562,0.826972,0.478755,0.397166,0.590754,0.323915,0.403074,0.812,0.713448,Bad
0.48654,0.45045,0.966921,0.272638,0.304049,0.591551,0.219912,0.164297,0.555,0.694719,Bad
0.351466,0.526527,0.694656,0.426854,0.493252,0.515725,0.273857,0.434176,0.597,0.692668,Bad
0.49084,0.566567,0.852417,0.311797,0.388799,0.652882,0.23908,0.142992,0.651,0.70644,Bad
0.321428,0.452452,0.838422,0.283274,0.468286,0.510383,0.220298,0.405324,0.483,0.602999,Bad
0.388482,0.543544,0.796438,0.334203,0.327665,0.594231,0.19723,0.466028,0.608,0.692267,Bad
0.371999,0.397397,0.550891,0.425131,0.393387,0.527649,0.280597,0.481483,0.76,0.666988,Bad
0.34384,0.552553,0.798982,0.50497,0.482051,0.648434,0.325862,0.39595,0.808,0.778086,Bad
0.361637,0.48048,0.726463,0.342399,0.460189,0.396315,0.33711,0.265179,0.67,0.676426,Bad
0.403112,0.698699,0.391858,0.49966,0.589339,0.730383,0.334271,0.352078,0.754,0.87841,Bad
0.562805,0.704705,0.609415,0.538672,0.456545,0.824326,0.311415,0.410854,0.733,0.865892,Bad
0.326253,0.42042,0.711196,0.378962,0.319568,0.421569,0.29921,0.516455,0.643,0.738015,Bad
0.382208,0.421421,0.79771,0.307428,0.385425,0.281829,0.326617,0.291687,0.601,0.665202,Bad
0.508845,0.492492,0.966921,0.222317,0.469771,0.412258,0.260263,0.159172,0.464,0.624738,Bad
0.385965,0.433433,0.874046,0.239959,0.501215,0.524494,0.197669,0.368893,0.23,0.614554,Bad
0.292266,0.463463,0.740458,0.420204,0.431579,0.562584,0.307797,0.315864,0.754,0.741295,Bad
0.308506,0.392392,0.599237,0.44314,0.482726,0.483186,0.349421,0.328452,0.823,0.707545,Bad
0.288618,0.513514,0.863868,0.45489,0.524157,0.526944,0.357499,0.356949,0.806,0.630826,Bad
0.539517,0.485485,0.900763,0.302322,0.323887,0.578562,0.239205,0.216774,0.599,0.73428,Bad
0.462938,0.406406,0.846056,0.398887,0.453171,0.555591,0.311661,0.239529,0.743,0.715643,Bad
0.35977,0.48048,0.720102,0.393369,0.403374,0.60094,0.25306,0.394146,0.62,0.739301,Bad
0.326634,0.65966,0.807888,0.465413,0.460594,0.670526,0.290009,0.308435,0.753,0.741133,Bad
0.355951,0.5996,0.538168,0.466777,0.464777,0.615737,0.340514,0.348845,0.817,0.762601,Bad
0.252636,0.451451,0.641221,0.404444,0.460189,0.524301,0.299995,0.416412,0.734,0.689554,Bad
0.325935,0.570571,0.806616,0.372483,0.446964,0.544776,0.278656,0.331356,0.59,0.731146,Bad
0.241777,0.51952,0.562341,0.377244,0.599865,0.442472,0.333524,0.411902,0.599,0.599334,Bad
0.429541,0.49049,0.866412,0.283682,0.410931,0.572896,0.221515,0.265505,0.534,0.660732,Bad
0.435536,0.591592,0.768448,0.370678,0.28664,0.722529,0.176402,0.476464,0.5,0.752011,Bad
0.368423,0.471471,0.647583,0.379375,0.467072,0.524896,0.303343,0.288716,0.716,0.734213,Bad
0.158509,0.315315,0.774809,0.404766,0.444534,0.402714,0.315124,0.43983,0.764,0.641433,Bad
0.329451,0.379379,0.744275,0.402751,0.453711,0.467154,0.315536,0.349206,0.699,0.651234,Bad
0.478415,0.424424,0.870229,0.333739,0.2278,0.65778,0.201807,0.299865,0.667,0.749247,Bad
0.313113,0.442442,0.735369,0.452278,0.509042,0.489753,0.360089,0.367032,0.696,0.674475,Bad
0.37369,0.614615,0.991094,0.303113,0.37031,0.669142,0.21393,0.200466,0.64,0.695124,Bad
0.338372,0.449449,0.964377,0.281382,0.421727,0.585426,0.217989,0.288728,0.545,0.648748,Bad
0.516919,0.586587,0.85369,0.246672,0.555331,0.545078,0.239811,0.201357,0.28,0.63937,Bad
0.339243,0.525526,0.688295,0.393167,0.453846,0.591181,0.285434,0.35412,0.663,0.682618,Bad
0.466019,0.38038,0.933842,0.271106,0.412416,0.434481,0.273017,0.212769,0.541,0.653252,Bad
0.264913,0.224224,0.848601,0.401438,0.412416,0.430864,0.254383,0.660017,0.558,0.673714,Bad
0.432347,0.428428,0.905852,0.268801,0.369906,0.576249,0.208637,0.272942,0.54,0.646358,Bad
0.5473,0.524525,0.86514,0.284308,0.476788,0.610379,0.262369,0.043972,0.623,0.721706,Bad
0.513505,0.483483,0.941476,0.213413,0.427935,0.572982,0.170246,0.29794,0.34,0.604631,Bad
0.398779,0.524525,0.60687,0.421542,0.230634,0.738236,0.190256,0.534652,0.665,0.900313,Bad
0.290315,0.42042,0.613232,0.452227,0.510391,0.532903,0.318365,0.45217,0.665,0.722653,Bad
0.411534,0.711712,0.631043,0.569327,0.411066,0.786273,0.29841,0.433091,0.827,0.883746,Bad
0.375171,0.492492,0.37659,0.515492,0.465857,0.562907,0.366171,0.494551,0.777,0.767464,Bad
0.325804,0.462462,0.6743,0.429407,0.522402,0.455839,0.352359,0.384938,0.737,0.71899,Bad
0.417171,0.405405,0.951654,0.271657,0.420243,0.510151,0.238513,0.236479,0.504,0.639717,Bad
0.407993,0.489489,0.947837,0.286762,0.419703,0.540015,0.239323,0.263766,0.617,0.668419,Bad
0.360135,0.481481,0.782443,0.411844,0.50054,0.591895,0.295911,0.34796,0.661,0.683769,Bad
0.412537,0.496496,0.890585,0.297015,0.324157,0.613739,0.183457,0.449529,0.483,0.660347,Bad
0.318043,0.499499,0.792621,0.375853,0.433738,0.535767,0.301642,0.28557,0.588,0.696811,Bad
0.319361,0.421421,0.805344,0.390294,0.420513,0.5699,0.274377,0.42771,0.659,0.716251,Bad
0.354309,0.49049,0.820611,0.379846,0.37139,0.51957,0.249777,0.435312,0.644,0.70666,Bad
0.412463,0.506507,0.318066,0.480307,0.48556,0.595669,0.355044,0.436726,0.804,0.815092,Bad
0.41665,0.46046,0.866412,0.39747,0.44143,0.609145,0.290422,0.285416,0.653,0.688742,Bad
0.435742,0.542543,0.765903,0.397061,0.516329,0.595533,0.28833,0.286064,0.584,0.692369,Bad
0.163558,0.261261,0.90458,0.34722,0.4278,0.392257,0.285987,0.467656,0.627,0.654632,Bad
0.375274,0.718719,0.770992,0.500722,0.408907,0.781537,0.291397,0.326092,0.765,0.866879,Medium
0.294412,0.497497,0.882952,0.346538,0.475439,0.627983,0.260986,0.332473,0.485,0.807025,Medium
0.319234,0.610611,0.806616,0.41319,0.413495,0.634006,0.274144,0.400742,0.642,0.725131,Medium
0.359645,0.415415,0.792621,0.415604,0.459244,0.534652,0.328074,0.315634,0.704,0.718142,Medium
0.427484,0.5996,0.721374,0.449907,0.386235,0.667157,0.270808,0.436174,0.663,0.741239,Medium
0.36418,0.512513,0.905852,0.319915,0.486235,0.563365,0.259982,0.256665,0.603,0.668136,Medium
0.297569,0.477477,0.8257,0.40558,0.453441,0.502972,0.305344,0.407667,0.645,0.703608,Medium
0.456059,0.654655,0.69084,0.557285,0.348043,0.774192,0.281061,0.484194,0.828,0.851566,Medium
0.342453,0.520521,0.918575,0.468017,0.444804,0.581762,0.320926,0.374396,0.78,0.67037,Medium
0.362025,0.444444,0.783715,0.317196,0.434548,0.48469,0.268043,0.37919,0.628,0.667535,Medium
0.172819,0.273273,0.657761,0.433979,0.468016,0.394224,0.293432,0.69937,0.662,0.684568,Medium
0.323972,0.56957,0.64631,0.434078,0.546694,0.562278,0.365475,0.259032,0.735,0.731791,Medium
0.565343,0.558559,0.846056,0.336359,0.281107,0.690287,0.223426,0.207479,0.643,0.745294,Medium
0.356359,0.472472,0.823155,0.308804,0.441565,0.577526,0.238765,0.316682,0.598,0.669524,Medium
0.516062,0.526527,0.949109,0.271668,0.391093,0.658822,0.200148,0.239055,0.581,0.684452,Medium
0.382296,0.674675,0.731552,0.487742,0.471255,0.704121,0.319703,0.326344,0.781,0.796746,Medium
0.292771,0.505506,0.895674,0.302841,0.398111,0.556501,0.222238,0.437237,0.58,0.616631,Medium
0.375934,0.479479,0.947837,0.28651,0.466667,0.590551,0.247531,0.224859,0.637,0.669999,Medium
0.345042,0.503504,0.70229,0.439602,0.368286,0.54336,0.318824,0.419547,0.782,0.810411,Medium
0.349264,0.485485,0.779898,0.427789,0.484076,0.570477,0.317395,0.371729,0.684,0.682808,Medium
0.622515,0.705706,0.863868,0.538422,0.419838,0.911625,0.265612,0.328757,0.716,0.923803,Medium
0.213427,0.267267,0.801527,0.36558,0.432659,0.26472,0.346567,0.448419,0.6,0.651341,Medium
0.235556,0.278278,0.87659,0.405191,0.453576,0.420939,0.334651,0.421352,0.761,0.663561,Medium
0.438444,0.595596,0.889313,0.305293,0.452092,0.619272,0.240725,0.271893,0.594,0.689867,Medium
0.480989,0.563564,0.764631,0.359515,0.308637,0.733858,0.200577,0.370973,0.569,0.83337,Medium
0.513523,0.265265,0.97201,0.249655,0.433738,0.520315,0.22329,0.295153,0.47,0.670194,Medium
0.281289,0.605606,0.835878,0.4757,0.575439,0.579315,0.369927,0.30114,0.798,0.67926,Medium
0.317056,0.535536,0.717557,0.431138,0.498381,0.58736,0.334636,0.311994,0.711,0.723768,Medium
0.502502,0.513514,0.820611,0.313837,0.306343,0.623452,0.21873,0.301891,0.629,0.697192,Medium
0.257837,0.347347,0.772265,0.40293,0.47166,0.445683,0.311071,0.436637,0.766,0.658747,Medium
0.381059,0.472472,0.926209,0.284063,0.454521,0.552639,0.259192,0.19395,0.565,0.663074,Medium
0.416242,0.54955,0.862595,0.360872,0.334548,0.678486,0.232794,0.339301,0.594,0.727451,Medium
0.418953,0.451451,0.917303,0.295214,0.315115,0.635564,0.173884,0.465617,0.538,0.712963,Medium
0.41479,0.523524,0.848601,0.31141,0.355601,0.585244,0.213794,0.457971,0.56,0.688334,Medium
0.483103,0.557558,0.722646,0.484265,0.329285,0.744937,0.235666,0.479036,0.699,0.813516,Medium
0.380821,0.682683,0.896947,0.523283,0.389609,0.773546,0.303734,0.324424,0.819,0.847679,Medium
0.357022,0.502503,0.97201,0.299422,0.322402,0.6417,0.191611,0.396199,0.591,0.706594,Medium
0.327509,0.429429,0.78626,0.389566,0.465047,0.522228,0.296861,0.422905,0.605,0.691679,Medium
0.297063,0.436436,0.745547,0.408365,0.48664,0.483106,0.311344,0.440519,0.663,0.655731,Medium
0.53404,0.613614,0.875318,0.286137,0.431714,0.684042,0.223779,0.174518,0.634,0.688993,Medium
