@relation 'HOI_cleanedUp-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,1-weka.filters.unsupervised.attribute.Remove-V-R13,4,6,15,9,16-18,10,7,19'

@attribute 'Material Deprivation' numeric
@attribute Affordability numeric
@attribute 'Population Churning' numeric
@attribute 'Community Environment Profile' numeric
@attribute 'Income Inequality' numeric
@attribute 'Consumer Opportunity Profile' numeric
@attribute 'Economic Opportunity Profile' numeric
@attribute 'Wellness Disparity Profile' numeric
@attribute 'Job Participation' numeric
@attribute Education numeric
@attribute 'Health Opportunity Index' {Bad,Medium,Good}

@data
0.393184,0.504505,0.620865,0.442415,0.512821,0.485136,0.370054,0.312644,0.778,0.694256,Medium
0.45732,0.587588,0.777354,0.472579,0.345749,0.714227,0.254508,0.403148,0.705,0.810276,Medium
0.300379,0.47047,0.802799,0.417509,0.453576,0.553485,0.299811,0.427845,0.655,0.719253,Medium
0.501841,0.459459,0.89313,0.306837,0.350067,0.614308,0.243202,0.209836,0.628,0.680598,Medium
0.311491,0.402402,0.633588,0.41913,0.488394,0.475688,0.335049,0.439402,0.718,0.694208,Medium
0.455023,0.541542,0.931298,0.25043,0.417679,0.640894,0.216827,0.174369,0.58,0.712978,Medium
0.299087,0.661662,0.828244,0.522645,0.507422,0.647181,0.340153,0.401749,0.847,0.724492,Medium
0.358811,0.452452,0.824427,0.413353,0.473279,0.528305,0.327882,0.343342,0.669,0.681034,Medium
0.361899,0.488488,0.917303,0.306246,0.338866,0.628922,0.18303,0.464993,0.535,0.708983,Medium
0.276768,0.527528,0.699746,0.499984,0.375843,0.627704,0.29287,0.484363,0.848,0.803433,Medium
0.345229,0.666667,0.823155,0.413155,0.434278,0.699937,0.287937,0.325129,0.678,0.782497,Medium
0.376026,0.750751,0.655216,0.544482,0.536437,0.767487,0.37483,0.366995,0.874,0.844671,Medium
0.383181,0.564565,0.867684,0.303838,0.40108,0.576583,0.265827,0.168936,0.633,0.687051,Medium
0.33555,0.438438,0.862595,0.291757,0.455331,0.499489,0.252425,0.357467,0.509,0.633114,Medium
0.388307,0.500501,0.867684,0.305825,0.433468,0.579849,0.252327,0.268443,0.657,0.674984,Medium
0.424527,0.39039,0.772265,0.42395,0.421188,0.543866,0.32406,0.362841,0.714,0.698293,Medium
0.271692,0.581582,0.746819,0.477853,0.559109,0.591111,0.359363,0.457187,0.778,0.656441,Medium
0.404921,0.455455,0.945293,0.259562,0.383131,0.57152,0.200253,0.317708,0.502,0.682661,Medium
0.418701,0.647648,0.759542,0.519454,0.35587,0.754651,0.338721,0.283473,0.907,0.874286,Medium
0.269896,0.343343,0.832061,0.397831,0.452227,0.45255,0.321825,0.414834,0.698,0.670304,Medium
0.32489,0.543544,0.888041,0.398594,0.427935,0.611473,0.278609,0.360597,0.647,0.71808,Medium
0.288396,0.684685,0.70229,0.506549,0.516869,0.71999,0.335854,0.398909,0.794,0.854824,Medium
0.340496,0.463463,0.832061,0.38443,0.463158,0.550394,0.30878,0.257386,0.686,0.732987,Medium
0.453339,0.486486,0.787532,0.314948,0.408907,0.602539,0.243033,0.308856,0.64,0.708253,Medium
0.433465,0.654655,0.927481,0.410478,0.38691,0.761981,0.248776,0.269216,0.603,0.797582,Medium
0.334933,0.541542,0.62341,0.409477,0.535762,0.538444,0.350331,0.259668,0.791,0.719023,Medium
0.378888,0.455455,0.821883,0.278698,0.351147,0.55191,0.206202,0.425325,0.568,0.656963,Medium
0.395475,0.576577,0.843511,0.268372,0.466667,0.599023,0.221512,0.284871,0.482,0.684773,Medium
0.429433,0.466466,0.917303,0.287397,0.367072,0.583172,0.229652,0.285246,0.575,0.665173,Medium
0.29716,0.543544,0.857506,0.378326,0.411066,0.645065,0.250892,0.364183,0.614,0.733245,Medium
0.506975,0.467467,0.665394,0.447416,0.460864,0.645849,0.300032,0.346337,0.756,0.761051,Medium
0.460895,0.515516,0.871501,0.263806,0.462348,0.533789,0.257423,0.22149,0.59,0.646559,Medium
0.317328,0.534535,0.75827,0.431093,0.201889,0.539986,0.249433,0.602588,0.715,0.808501,Medium
0.349269,0.507508,0.695929,0.392093,0.476923,0.535544,0.331951,0.278347,0.741,0.715158,Medium
0.419904,0.504505,0.772265,0.306411,0.417949,0.584037,0.242716,0.363083,0.481,0.702853,Medium
0.37817,0.697698,0.807888,0.449362,0.34197,0.803883,0.234413,0.380188,0.683,0.875512,Medium
0.353978,0.428428,0.946565,0.298224,0.447233,0.523955,0.281889,0.204639,0.626,0.671325,Medium
0.255531,0.382382,0.913486,0.389254,0.454926,0.509944,0.301225,0.419545,0.643,0.680928,Medium
0.394592,0.541542,0.725191,0.43245,0.463968,0.637232,0.311531,0.358807,0.723,0.739333,Medium
0.386371,0.399399,0.592875,0.407604,0.55803,0.506295,0.328383,0.381718,0.582,0.78224,Medium
0.50229,0.48048,0.868957,0.23397,0.434953,0.502732,0.207423,0.38601,0.362,0.660126,Medium
0.338392,0.513514,0.92112,0.251734,0.459784,0.56196,0.205166,0.381582,0.433,0.63534,Medium
0.349833,0.4004,0.806616,0.387862,0.461269,0.528438,0.292719,0.38927,0.601,0.690239,Medium
0.437137,0.507508,0.849873,0.314034,0.379082,0.612675,0.261919,0.202356,0.641,0.746528,Medium
0.410243,0.381381,0.949109,0.254516,0.452362,0.51674,0.235381,0.296392,0.614,0.628343,Medium
0.367186,0.47047,0.935115,0.249521,0.405803,0.563199,0.186804,0.429655,0.46,0.634214,Medium
0.374283,0.458458,0.667939,0.404945,0.494062,0.560037,0.285532,0.419942,0.639,0.69932,Medium
0.26193,0.433433,0.821883,0.410301,0.510526,0.513843,0.314796,0.424495,0.664,0.654687,Medium
0.488841,0.467467,0.949109,0.259258,0.448583,0.588832,0.22093,0.291008,0.499,0.640263,Medium
0.320604,0.488488,0.784987,0.410306,0.415655,0.549037,0.295006,0.399142,0.687,0.731175,Medium
0.234201,0.444444,0.64631,0.43535,0.527665,0.507118,0.336256,0.467789,0.736,0.677388,Medium
0.390375,0.442442,0.678117,0.419638,0.521592,0.545822,0.310649,0.40506,0.646,0.686344,Medium
0.355111,0.36036,0.779898,0.326627,0.47112,0.467443,0.284407,0.369317,0.621,0.655436,Medium
0.445777,0.497497,0.534351,0.469121,0.433468,0.629123,0.313599,0.448382,0.73,0.772552,Medium
0.435648,0.523524,0.69084,0.404487,0.329015,0.643189,0.272715,0.428198,0.72,0.765852,Medium
0.412734,0.613614,0.573791,0.482845,0.464372,0.697507,0.331654,0.426563,0.808,0.832013,Medium
0.462481,0.473473,0.846056,0.301178,0.438596,0.546795,0.25984,0.249067,0.58,0.739935,Medium
0.541878,0.597598,0.835878,0.286844,0.397571,0.700775,0.219253,0.218521,0.644,0.707747,Medium
0.40293,0.676677,0.765903,0.505859,0.502834,0.734496,0.324003,0.284439,0.794,0.830462,Medium
0.525318,0.477477,0.466921,0.4631,0.579082,0.596221,0.372619,0.344941,0.632,0.761778,Medium
0.358776,0.534535,0.778626,0.410388,0.490148,0.598564,0.303704,0.376858,0.645,0.685424,Medium
0.451731,0.461461,0.863868,0.283064,0.406883,0.566671,0.241001,0.258548,0.639,0.676056,Medium
0.318486,0.302302,0.671756,0.42809,0.5,0.426009,0.332398,0.559422,0.695,0.669451,Medium
0.485475,0.473473,0.824427,0.336916,0.424696,0.520207,0.288883,0.296631,0.637,0.726669,Medium
0.360667,0.605606,0.913486,0.413769,0.325641,0.70667,0.224573,0.434927,0.635,0.782344,Medium
0.28175,0.329329,0.835878,0.350215,0.466667,0.394522,0.313434,0.406879,0.648,0.588494,Medium
0.404572,0.368368,0.912214,0.25751,0.447773,0.311645,0.313436,0.272257,0.526,0.643132,Medium
0.256003,0.476476,0.884224,0.400697,0.489879,0.594406,0.276444,0.439249,0.621,0.737566,Medium
0.446043,0.523524,0.879135,0.274882,0.400405,0.577424,0.249618,0.190449,0.613,0.683532,Medium
0.432333,0.442442,0.891858,0.278935,0.508367,0.506694,0.309648,0.069441,0.633,0.660819,Medium
0.291067,0.446446,0.918575,0.373628,0.452362,0.537493,0.284719,0.373084,0.649,0.686394,Medium
0.255629,0.607608,0.751908,0.513413,0.606748,0.612916,0.386326,0.405397,0.857,0.767874,Medium
0.353137,0.604605,0.736641,0.514598,0.568421,0.688882,0.355361,0.277079,0.904,0.841013,Medium
0.403241,0.543544,0.71374,0.409794,0.541296,0.548955,0.362911,0.238261,0.7,0.699273,Medium
0.230213,0.428428,0.721374,0.39543,0.478947,0.491813,0.30547,0.479497,0.679,0.667405,Medium
0.387457,0.435435,0.917303,0.246256,0.392308,0.545205,0.194431,0.419107,0.492,0.637803,Medium
0.256238,0.578579,0.75827,0.414181,0.369771,0.574725,0.301783,0.454126,0.759,0.687792,Medium
0.351127,0.386386,0.959288,0.272896,0.306748,0.578693,0.196682,0.450574,0.574,0.656158,Medium
0.426903,0.573574,0.874046,0.38566,0.411471,0.719251,0.228092,0.457386,0.467,0.792036,Medium
0.328533,0.459459,0.71374,0.428988,0.526721,0.492408,0.358715,0.365033,0.698,0.678651,Medium
0.3283,0.554555,0.736641,0.381072,0.490823,0.477469,0.316296,0.397811,0.587,0.708209,Medium
0.438183,0.45045,0.941476,0.235065,0.499325,0.542427,0.237892,0.194595,0.51,0.643421,Medium
0.467682,0.584585,0.683206,0.515668,0.405938,0.741998,0.28991,0.431681,0.835,0.80304,Medium
0.368716,0.538539,0.358779,0.530564,0.544265,0.583654,0.366764,0.4966,0.825,0.811898,Medium
0.39386,0.50951,0.711196,0.396936,0.312551,0.671576,0.234664,0.526867,0.579,0.789311,Medium
0.333239,0.671672,0.568702,0.513323,0.544265,0.651114,0.355721,0.489324,0.821,0.765374,Medium
0.409984,0.56957,0.772265,0.442656,0.447773,0.672568,0.300243,0.354557,0.704,0.78992,Medium
0.59122,0.379379,0.87659,0.350584,0.287179,0.488656,0.246256,0.529148,0.456,0.662224,Medium
0.342068,0.467467,0.882952,0.388396,0.466802,0.585044,0.299122,0.344518,0.6,0.741406,Medium
0.396661,0.419419,0.83715,0.296422,0.37193,0.534163,0.244983,0.361043,0.577,0.682333,Medium
0.517333,0.452452,0.78117,0.267367,0.439271,0.57564,0.232295,0.330768,0.577,0.670148,Medium
0.359238,0.396396,0.959288,0.269657,0.35749,0.508369,0.220349,0.418113,0.503,0.628524,Medium
0.483096,0.726727,0.708651,0.600796,0.453036,0.859544,0.362113,0.462793,0.906,0.950063,Medium
0.3783,0.496496,0.829517,0.275762,0.431444,0.591169,0.225515,0.351223,0.529,0.680584,Medium
0.405264,0.500501,0.765903,0.298093,0.464238,0.493153,0.276853,0.401263,0.588,0.663904,Medium
0.459422,0.461461,0.71883,0.396376,0.489609,0.554575,0.319421,0.361494,0.653,0.704864,Medium
0.412144,0.435435,0.715013,0.350222,0.339001,0.5553,0.282873,0.402185,0.674,0.70354,Medium
0.330602,0.388388,0.796438,0.424806,0.330769,0.53783,0.224037,0.703143,0.574,0.718523,Medium
0.456173,0.512513,0.956743,0.280938,0.509042,0.576177,0.275121,0.158203,0.64,0.667271,Medium
0.440652,0.447447,0.858779,0.266992,0.432794,0.592238,0.206585,0.429433,0.481,0.633438,Medium
0.385786,0.364364,0.59542,0.38036,0.640891,0.324026,0.399998,0.425749,0.517,0.7047,Medium
0.425371,0.644645,0.900763,0.441738,0.443725,0.689564,0.290868,0.359174,0.705,0.734458,Medium
0.37429,0.503504,0.868957,0.281726,0.487989,0.546309,0.256894,0.275441,0.57,0.664773,Medium
0.309478,0.476476,0.849873,0.326766,0.322942,0.566283,0.240404,0.452296,0.624,0.702723,Medium
0.323666,0.441441,0.851145,0.397779,0.55722,0.484835,0.341421,0.379091,0.687,0.665341,Medium
0.468945,0.499499,0.698473,0.395913,0.31498,0.713048,0.223913,0.485716,0.659,0.871863,Medium
0.620162,0.670671,0.910941,0.278076,0.39973,0.785673,0.179194,0.235111,0.456,0.770711,Medium
0.418238,0.511512,0.735369,0.329926,0.50081,0.454315,0.368223,0.149284,0.738,0.705613,Medium
0.408938,0.462462,0.945293,0.241209,0.41336,0.605497,0.175111,0.42083,0.43,0.656764,Medium
0.42999,0.485485,0.92112,0.267263,0.426856,0.551611,0.252899,0.224838,0.534,0.670709,Medium
0.481407,0.520521,0.866412,0.341192,0.425911,0.568758,0.278232,0.318701,0.6,0.711836,Medium
0.561227,0.708709,0.739186,0.556683,0.549528,0.837481,0.379513,0.299323,0.817,0.90471,Medium
0.399647,0.518519,0.93257,0.294838,0.433468,0.567213,0.280231,0.194788,0.622,0.664851,Medium
0.395122,0.494494,0.684478,0.396394,0.479892,0.562713,0.317473,0.353805,0.71,0.722227,Medium
0.438103,0.486486,0.659033,0.371827,0.550202,0.501034,0.350088,0.233667,0.648,0.748549,Medium
0.265297,0.428428,0.856234,0.367865,0.492443,0.398978,0.332905,0.415998,0.679,0.605147,Medium
0.383076,0.493493,0.782443,0.414534,0.573144,0.524847,0.362006,0.315023,0.716,0.663872,Medium
0.442299,0.456456,0.898219,0.282423,0.402834,0.579352,0.219563,0.387904,0.482,0.683631,Medium
0.431782,0.532533,0.871501,0.304444,0.37085,0.657165,0.196666,0.445607,0.526,0.719447,Medium
0.343538,0.426426,0.754453,0.337055,0.530904,0.442428,0.349708,0.311117,0.683,0.703495,Medium
0.448416,0.472472,0.629771,0.414689,0.476923,0.449273,0.373813,0.350546,0.786,0.703737,Medium
0.403881,0.523524,0.908397,0.272288,0.367206,0.636436,0.186883,0.426592,0.537,0.664719,Medium
0.3652,0.592593,0.748092,0.452604,0.609582,0.646941,0.344404,0.327709,0.775,0.712263,Medium
0.430087,0.443443,0.907125,0.244881,0.542915,0.513083,0.276828,0.191342,0.526,0.641784,Medium
0.353041,0.503504,0.830789,0.410441,0.454656,0.554577,0.33068,0.358899,0.749,0.6808,Medium
0.44365,0.638639,0.44402,0.479222,0.455196,0.752483,0.297679,0.48427,0.802,0.903262,Medium
0.428853,0.472472,0.886768,0.270341,0.490418,0.567023,0.246643,0.294701,0.596,0.663519,Medium
0.457273,0.560561,0.848601,0.287359,0.430499,0.605908,0.2364,0.308301,0.599,0.663391,Medium
0.416601,0.469469,0.798982,0.38337,0.430229,0.590402,0.282964,0.371703,0.619,0.709432,Medium
0.400329,0.623624,0.762087,0.530771,0.601619,0.694587,0.411233,0.360489,0.875,0.833682,Medium
0.540525,0.642643,0.78117,0.394115,0.236032,0.8224,0.181538,0.45454,0.586,0.844305,Medium
0.432513,0.511512,0.727735,0.438565,0.535358,0.613609,0.296733,0.39639,0.6,0.711562,Medium
0.337841,0.571572,0.908397,0.296616,0.48502,0.560449,0.291969,0.168844,0.664,0.680974,Medium
0.500639,0.564565,0.919847,0.277653,0.426316,0.676144,0.219842,0.259551,0.551,0.720029,Medium
0.375708,0.385385,0.900763,0.359428,0.396626,0.542979,0.291562,0.373546,0.711,0.67566,Medium
0.428534,0.483483,0.835878,0.315847,0.324561,0.56585,0.246096,0.368208,0.678,0.666072,Medium
0.395248,0.520521,0.839695,0.271711,0.445344,0.57626,0.223607,0.410534,0.496,0.599397,Medium
0.446285,0.534535,0.703562,0.447534,0.569906,0.573375,0.381872,0.285101,0.732,0.723927,Medium
0.371895,0.489489,0.703562,0.435275,0.515385,0.546868,0.351975,0.383417,0.735,0.733501,Medium
0.350511,0.318318,0.882952,0.368196,0.423752,0.486489,0.303881,0.442075,0.649,0.659561,Medium
0.534843,0.562563,0.838422,0.305043,0.489879,0.631273,0.285014,0.113551,0.652,0.717136,Medium
0.260804,0.571572,0.933842,0.438299,0.370445,0.585502,0.295508,0.452177,0.779,0.682839,Medium
0.679035,0.63964,0.914758,0.329365,0.342105,0.821368,0.205487,0.220531,0.484,0.795095,Medium
0.512155,0.484484,0.894402,0.292566,0.352497,0.614616,0.22134,0.370779,0.553,0.670577,Medium
0.386287,0.658659,0.751908,0.486012,0.534818,0.750936,0.31627,0.345156,0.732,0.819443,Medium
0.399201,0.461461,0.652672,0.365249,0.455196,0.538971,0.308109,0.328748,0.719,0.712695,Medium
0.3739,0.359359,0.914758,0.284219,0.426856,0.516906,0.236455,0.442364,0.503,0.639142,Medium
0.515635,0.514515,0.807888,0.320974,0.357085,0.662724,0.268807,0.193723,0.656,0.765497,Medium
0.446749,0.642643,0.63486,0.495326,0.518354,0.672201,0.382288,0.301174,0.873,0.797607,Medium
0.382995,0.5996,0.846056,0.478338,0.413225,0.677594,0.349464,0.39482,0.847,0.789079,Medium
0.492993,0.49049,0.731552,0.35999,0.389609,0.649807,0.226958,0.506696,0.549,0.755706,Medium
0.44514,0.684685,0.867684,0.456998,0.435088,0.751121,0.295135,0.301582,0.714,0.815523,Medium
0.446426,0.672673,0.693384,0.520492,0.540621,0.730151,0.356736,0.382266,0.82,0.841726,Medium
0.570918,0.651652,0.720102,0.525901,0.381781,0.779448,0.344604,0.38456,0.843,0.871539,Medium
0.436414,0.540541,0.819338,0.395314,0.377193,0.701885,0.246418,0.467734,0.553,0.805891,Medium
0.395922,0.652653,0.71374,0.459141,0.425776,0.726646,0.288361,0.375944,0.771,0.843605,Medium
0.32022,0.429429,0.821883,0.387072,0.509447,0.543047,0.318061,0.346988,0.711,0.686853,Medium
0.472601,0.603604,0.958015,0.26218,0.489069,0.689567,0.214813,0.212376,0.49,0.723387,Medium
0.287326,0.593594,0.774809,0.400937,0.357085,0.701836,0.207555,0.584328,0.522,0.794594,Medium
0.41806,0.481481,0.868957,0.308361,0.362618,0.573611,0.250808,0.336313,0.655,0.681243,Medium
0.406308,0.466466,0.828244,0.284551,0.413765,0.540704,0.24642,0.358636,0.572,0.671834,Medium
0.408656,0.492492,0.874046,0.267969,0.416869,0.591624,0.214933,0.413199,0.522,0.672206,Medium
0.432758,0.677678,0.751908,0.488084,0.458704,0.770657,0.310223,0.335831,0.842,0.857839,Medium
0.301279,0.484484,0.744275,0.359718,0.403509,0.4816,0.287287,0.455308,0.65,0.737916,Medium
0.408585,0.482482,0.94402,0.299752,0.375709,0.641168,0.220476,0.389167,0.635,0.675372,Medium
0.393123,0.483483,0.85369,0.372287,0.464777,0.549766,0.291994,0.416489,0.603,0.672101,Medium
0.267,0.462462,0.856234,0.372523,0.452901,0.537793,0.286129,0.470094,0.591,0.701032,Medium
0.271288,0.416416,0.629771,0.429638,0.589879,0.444865,0.375796,0.52886,0.833,0.644083,Medium
0.360184,0.64965,0.868957,0.496571,0.460459,0.713618,0.320249,0.333997,0.846,0.811896,Medium
0.504579,0.696697,0.843511,0.469899,0.323617,0.820714,0.235315,0.438655,0.694,0.855965,Medium
0.318714,0.540541,0.975827,0.385548,0.369231,0.598632,0.259686,0.40593,0.652,0.730007,Medium
0.38926,0.475475,0.743003,0.400203,0.546829,0.532891,0.339532,0.376059,0.674,0.696411,Medium
0.260345,0.479479,0.779898,0.431959,0.34332,0.569771,0.272915,0.617215,0.725,0.726617,Medium
0.300618,0.383383,0.875318,0.369973,0.415655,0.499602,0.295208,0.455667,0.688,0.663339,Medium
0.279555,0.52953,0.890585,0.430966,0.464642,0.559025,0.313682,0.460515,0.74,0.678944,Medium
0.434047,0.594595,0.874046,0.309233,0.476653,0.641567,0.275409,0.221417,0.587,0.749511,Medium
0.397901,0.566567,0.900763,0.392838,0.480297,0.623486,0.311049,0.270841,0.708,0.720588,Medium
0.480113,0.553554,0.898219,0.273134,0.306343,0.716401,0.149431,0.498034,0.496,0.70191,Medium
0.259459,0.464464,0.908397,0.377729,0.498516,0.406687,0.337279,0.430868,0.627,0.673748,Medium
0.517295,0.570571,0.900763,0.273703,0.508232,0.647795,0.25534,0.176429,0.622,0.697083,Medium
0.350689,0.61962,0.790076,0.517786,0.575843,0.666333,0.357906,0.460153,0.807,0.799538,Medium
0.398838,0.448448,0.767176,0.289258,0.437517,0.538055,0.243998,0.466801,0.562,0.657987,Medium
0.522296,0.613614,0.782443,0.393562,0.371795,0.70226,0.254909,0.391224,0.595,0.803688,Medium
0.503425,0.468468,0.935115,0.249495,0.428745,0.588507,0.20664,0.385365,0.496,0.638313,Medium
0.226213,0.382382,0.805344,0.393083,0.51525,0.458152,0.328546,0.368655,0.71,0.665901,Medium
0.454184,0.484484,0.923664,0.291415,0.487045,0.561033,0.28724,0.215735,0.619,0.650386,Medium
0.420325,0.50951,0.945293,0.290016,0.39919,0.628173,0.233515,0.37249,0.612,0.681694,Medium
0.33634,0.448448,0.750636,0.39118,0.438057,0.491229,0.313205,0.487256,0.709,0.665548,Medium
0.305237,0.497497,0.861323,0.403087,0.449798,0.554102,0.352079,0.334423,0.795,0.712556,Medium
0.389527,0.587588,0.787532,0.414574,0.456275,0.680409,0.322091,0.309322,0.778,0.766285,Medium
0.427343,0.596597,0.767176,0.377837,0.364507,0.736637,0.234584,0.44843,0.608,0.821584,Medium
0.611149,0.708709,0.868957,0.317502,0.304723,0.831835,0.182943,0.274307,0.49,0.823062,Medium
0.422053,0.51952,0.776081,0.419122,0.449528,0.595552,0.329958,0.366354,0.701,0.73513,Medium
0.340266,0.63964,0.774809,0.459249,0.569501,0.672617,0.366306,0.306996,0.853,0.803199,Medium
0.4211,0.737738,0.821883,0.447317,0.30135,0.868113,0.20833,0.455993,0.64,0.891043,Medium
0.454623,0.678679,0.839695,0.468598,0.412955,0.79048,0.271153,0.382209,0.759,0.850201,Medium
0.3914,0.318318,0.900763,0.363101,0.44359,0.367211,0.328187,0.469461,0.631,0.700324,Medium
0.42619,0.461461,0.85369,0.284837,0.45614,0.562191,0.245333,0.404966,0.534,0.662866,Medium
0.46096,0.554555,0.863868,0.259024,0.330769,0.558972,0.207161,0.452834,0.516,0.634618,Medium
0.4556,0.363363,0.812977,0.427664,0.347638,0.58917,0.27523,0.591759,0.667,0.743246,Medium
0.40485,0.62963,0.739186,0.44383,0.404588,0.713882,0.282462,0.451233,0.699,0.816699,Medium
0.384294,0.587588,0.699746,0.420169,0.501889,0.662867,0.348158,0.294194,0.865,0.816634,Medium
0.362282,0.640641,0.618321,0.317184,0.61444,0.692301,0.189141,0.594423,0.19,0.783495,Medium
0.374787,0.401401,0.870229,0.368908,0.50108,0.515036,0.31535,0.383706,0.61,0.694804,Medium
0.406984,0.502503,0.881679,0.269354,0.534683,0.403315,0.336356,0.206761,0.598,0.67672,Medium
0.247287,0.232232,0.774809,0.356975,0.402429,0.398134,0.283127,0.650153,0.655,0.656981,Medium
0.49957,0.548549,0.94402,0.242276,0.499595,0.6386,0.232735,0.222338,0.484,0.66755,Medium
0.381033,0.44044,0.83715,0.307383,0.361673,0.571753,0.231818,0.508993,0.608,0.655714,Medium
0.447018,0.548549,0.796438,0.395194,0.476923,0.641867,0.310118,0.315551,0.649,0.787348,Medium
1,0.564565,0.540712,0.29716,0.54251,0.6651,0.240393,0.372464,0,0.653465,Medium
0.407869,0.538539,0.840967,0.4012,0.370445,0.686667,0.283867,0.367717,0.723,0.779394,Medium
0.473983,0.564565,0.708651,0.394476,0.348988,0.547955,0.312852,0.391224,0.68,0.774457,Medium
0.442725,0.570571,0.924936,0.282625,0.442375,0.616445,0.26501,0.174046,0.617,0.689635,Medium
0.478666,0.53954,0.787532,0.383047,0.447368,0.664928,0.303107,0.290077,0.658,0.766187,Medium
0.46137,0.538539,0.683206,0.437045,0.444804,0.637498,0.332846,0.358966,0.753,0.804913,Medium
0.500496,0.500501,0.828244,0.400156,0.355601,0.640382,0.2913,0.346743,0.721,0.769837,Medium
0.483448,0.521522,0.750636,0.359056,0.407152,0.662775,0.262101,0.385665,0.661,0.797015,Medium
0.402615,0.557558,0.914758,0.240865,0.512955,0.586489,0.23808,0.271848,0.538,0.659655,Medium
0.402768,0.387387,0.935115,0.345339,0.523077,0.551807,0.30323,0.314604,0.606,0.681855,Medium
0.56641,0.608609,0.916031,0.225674,0.459919,0.518173,0.25013,0.247982,0.539,0.675619,Medium
0.654761,0.624625,0.923664,0.352085,0.317814,0.818255,0.227791,0.237398,0.584,0.849994,Medium
0.374584,0.544545,0.801527,0.365943,0.422267,0.554557,0.305525,0.382539,0.692,0.745891,Medium
0.387236,0.417417,0.829517,0.295233,0.4278,0.530275,0.256574,0.435829,0.582,0.675405,Medium
0.384079,0.418418,0.894402,0.278314,0.477058,0.488125,0.291711,0.319799,0.581,0.617308,Medium
0.546861,0.548549,0.867684,0.275588,0.452767,0.664154,0.220132,0.340599,0.531,0.703605,Medium
0.399214,0.48048,0.863868,0.280498,0.468286,0.573947,0.264996,0.283386,0.594,0.680486,Medium
0.365401,0.494494,0.716285,0.410414,0.561269,0.554677,0.361664,0.322704,0.761,0.715565,Medium
0.298876,0.507508,0.770992,0.397844,0.52969,0.585665,0.320925,0.426659,0.716,0.715096,Medium
0.498868,0.477477,0.751908,0.33335,0.443725,0.594154,0.304472,0.276419,0.683,0.720328,Medium
0.308089,0.421421,0.989822,0.282644,0.435358,0.567528,0.229408,0.470261,0.607,0.681361,Medium
0.258322,0.412412,0.874046,0.40604,0.397571,0.481206,0.31804,0.509425,0.622,0.69608,Medium
0.443019,0.558559,0.888041,0.329969,0.408097,0.670283,0.255653,0.275135,0.691,0.764475,Medium
0.343741,0.588589,0.863868,0.399511,0.389339,0.609728,0.267485,0.482839,0.68,0.729779,Medium
0.239887,0.590591,0.881679,0.413693,0.535493,0.511245,0.346771,0.402912,0.744,0.607565,Medium
0.389354,0.416416,0.832061,0.289567,0.475709,0.482327,0.29937,0.325168,0.611,0.668959,Medium
0.50232,0.642643,0.868957,0.312407,0.394872,0.68734,0.2675,0.168534,0.682,0.745134,Medium
0.47526,0.57958,0.829517,0.389243,0.416464,0.705736,0.265438,0.330111,0.661,0.767208,Medium
0.399044,0.476476,0.777354,0.450024,0.487854,0.60625,0.329744,0.464898,0.673,0.766269,Medium
0.515789,0.492492,0.79771,0.28204,0.41471,0.611806,0.233103,0.420411,0.544,0.693192,Medium
0.427949,0.427427,0.942748,0.24906,0.519973,0.55657,0.249446,0.304466,0.541,0.645129,Medium
0.410616,0.451451,0.96056,0.281653,0.497706,0.530506,0.284704,0.250983,0.607,0.650944,Medium
0.338339,0.562563,0.791349,0.374856,0.528475,0.528656,0.362611,0.283222,0.751,0.660387,Medium
0.548333,0.583584,0.872774,0.415978,0.474899,0.752932,0.275677,0.373771,0.611,0.821961,Medium
0.435659,0.501502,0.734097,0.361155,0.488664,0.54405,0.354035,0.210995,0.753,0.742691,Medium
0.269066,0.523524,0.768448,0.407945,0.479622,0.512057,0.347264,0.483609,0.797,0.636357,Medium
0.58599,0.495495,0.984733,0.248679,0.430229,0.674242,0.215598,0.265611,0.55,0.669923,Medium
0.370832,0.543544,0.821883,0.399141,0.512416,0.624896,0.325852,0.352509,0.655,0.726144,Medium
0.561893,0.58959,0.875318,0.334887,0.489204,0.689883,0.297604,0.134411,0.665,0.764298,Medium
0.340713,0.374374,0.903308,0.355285,0.554521,0.509234,0.3264,0.37684,0.628,0.662054,Medium
0.363953,0.488488,0.788804,0.389747,0.511741,0.581863,0.320834,0.365621,0.721,0.696007,Medium
0.438576,0.586587,0.955471,0.315117,0.232928,0.731864,0.201683,0.430872,0.604,0.769258,Medium
0.448399,0.617618,0.935115,0.306863,0.281242,0.7264,0.189773,0.382445,0.639,0.783275,Medium
0.424595,0.567568,0.78117,0.383954,0.420108,0.658247,0.304926,0.34128,0.66,0.778971,Medium
0.509088,0.458458,0.964377,0.28385,0.439271,0.598643,0.280259,0.174803,0.63,0.682334,Medium
0.422657,0.65966,0.834606,0.432262,0.496761,0.723913,0.307744,0.430815,0.635,0.824153,Medium
0.364313,0.304304,0.776081,0.297136,0.429825,0.319266,0.295752,0.54435,0.565,0.640863,Medium
0.454775,0.550551,0.868957,0.289417,0.48529,0.635653,0.259822,0.291532,0.527,0.7403,Medium
0.518127,0.606607,0.772265,0.416842,0.326451,0.72017,0.270722,0.424208,0.727,0.801207,Medium
